movie_id,language_id
6283,52711
49728,52711
4233,52711
191874,52711
10217,52711
10217,52670
438108,52711
597,52711
597,52694
597,52674
597,52540
597,52703
597,52686
714,52674
714,52711
714,52506
714,52671
714,52519
52537,52711
12799,52694
62394,52711
9922,52711
9922,52694
547,52711
25994,52711
184,52711
9746,52711
9746,52671
9438,52711
115,52711
115,52295
115,52670
115,52674
26941,52711
26941,52694
27103,52694
9410,52711
32302,52711
32302,52694
32302,52674
216794,52711
88863,52711
41417,52711
12538,52711
12538,52621
586,52376
586,52711
2666,52711
46338,52711
54007,52711
11258,52711
9490,52711
9490,52109
9411,52711
25719,52711
9033,52711
9033,52674
11220,52671
11220,52519
21253,52711
21253,52621
6116,52711
9457,52465
9457,52711
43911,52711
39424,52711
44361,52686
11702,52519
11702,52684
11702,52711
2923,52694
2923,52711
2923,52703
12238,52711
11568,52686
11568,52711
41577,52711
41577,52566
66894,52711
11003,52711
10153,52711
49645,52711
47112,52711
47112,52670
30949,52711
30949,52674
30949,52686
2898,52711
9558,52711
9558,52670
320011,52711
26269,52711
11808,52711
6970,52711
47452,52711
18205,52670
36943,52711
21736,52711
17941,52711
10668,52711
9313,52711
42807,52711
617,52711
36568,52711
36568,52670
37272,52711
5910,52566
9440,52711
53092,52711
32911,52711
44308,52711
44308,52694
124821,52711
32456,52711
93350,52711
32144,52711
17127,52711
40688,52711
17133,52711
19848,52711
17644,52711
1774,52711
30265,52711
30265,52671
2157,52711
70581,52566
70581,52711
8838,52711
29193,52711
795,52711
795,52669
16980,52711
27472,52670
27472,52711
47881,52711
9469,52711
12488,52711
98499,52711
81367,52711
81367,52694
267,52670
16148,52711
21252,52711
73135,52711
9449,52711
6264,52711
90414,52711
188870,52711
215373,52711
78149,52711
78149,52686
15513,52711
31220,52711
13907,52711
29825,52711
29825,52703
10622,52671
10622,52519
10622,52711
30020,52709
17139,52689
17139,52711
17139,52694
17139,52674
34582,33500
10216,52711
9771,52711
9771,52703
24560,52711
76330,52711
76330,52694
76330,52703
9448,52711
38618,52711
18316,52711
78373,52711
77514,52631
49474,52711
4415,52711
4415,52694
4415,52670
39467,52711
55561,52711
8656,52711
58680,52711
35161,52711
35796,52711
18937,52711
929,52711
929,52694
929,52566
929,52686
929,52670
9452,52711
1878,52711
9844,52711
40505,52711
14342,52711
9715,52711
26610,52552
26610,52540
20064,52711
40961,52711
1965,52569
1965,52711
312,52674
6068,52711
6068,52674
6068,52077
15037,52711
50043,52711
37636,52711
17044,52711
60951,52711
21334,52709
32284,52711
51955,52711
37410,52711
47481,52694
53765,52711
10674,52711
10674,52671
136134,52711
846,52711
12655,52711
3050,52711
1389,52711
11020,52711
11020,52694
20862,52711
108548,52694
108548,52621
9464,52711
95,52711
95,52686
944,52711
944,52519
944,52671
35680,52711
11551,52711
11551,52694
11551,52279
11551,52670
473,52711
102304,52711
544,52711
10513,52711
28966,52711
