user_id,language_id
50124,52565
1638,21872
1638,52109
1638,50190
50219,33500
50219,51542
50219,52495
30946,21668
30946,49780
30946,51493
3949,51539
3949,21668
3949,44351
3189786,52355
3189786,52212
3189786,52566
351749,49332
351749,52077
351749,52495
664635,52376
664635,50190
664635,52279
373290,50669
373290,52540
373290,52077
0340,52569
0340,46474
0340,33500
63463,52496
63463,52674
63463,52709
2949,23396
2949,52077
2949,52279
08040,52295
08040,52670
08040,52495
141631,23396
141631,52540
141631,52631
556006,52569
556006,51546
556006,52699
4408,52674
4408,52699
4408,50797
9946292,21872
9946292,52565
9946292,52694
72284,48210
72284,52355
72284,51237
660882,49286
660882,51542
660882,44351
0534,52569
0534,52565
0534,51542
92996,49257
92996,52077
92996,51542
2776582,51547
2776582,50797
2776582,52694
915529,49257
915529,52699
915529,51799
7267943,46474
7267943,52519
7267943,52631
88545,49675
88545,52701
88545,52686
311337,52698
311337,52701
311337,50190
976497,52552
976497,52376
976497,52671
426002,21872
426002,52169
426002,52674
114631,21872
114631,46474
114631,52684
02662,49332
02662,49780
02662,52686
062094,52465
062094,49675
062094,40455
251925,48210
251925,52694
251925,52566
013609,51547
013609,52212
355551,47991
355551,52495
355551,45855
6325184,52465
6325184,49332
6325184,52703
62576,21872
62576,33500
62576,52684
3650468,52465
3650468,52212
3650468,47991
8400,51237
8400,51542
8400,52703
9831590,29250
9831590,51843
9831590,52701
796336,52506
796336,51539
796336,51493
0511,52169
0511,50669
0511,52670
81822,49332
81822,50797
81822,51799
310606,25113
310606,52674
310606,52711
68895,52625
68895,50190
68895,51799
0198522,51539
0198522,49332
0198522,51799
4250,52169
4250,52540
4250,45855
50465,29250
50465,52709
50465,45855
78836,51237
78836,52709
78836,52621
9806278,33500
9806278,47292
5410569,52569
5410569,25113
5410569,52674
34106,52539
34106,23396
34106,52670
4818,25113
4818,47991
4818,52519
303982,52539
303982,52540
303982,40455
1919803,52674
1919803,49701
1919803,52671
24538,49780
24538,52709
24538,52279
807570,52552
807570,50669
807570,51542
2019153,52496
2019153,48210
2019153,52552
52702,52496
52702,50532
43272,25113
43272,52565
43272,52669
02901,52212
02901,50669
02901,51799
4134523,25113
4134523,52565
4134523,52519
3956615,52496
3956615,49701
3956615,52295
6763,25113
6763,52540
6763,45855
980497,49257
980497,48470
980497,52711
526223,21872
526223,52540
526223,50351
844512,21668
844512,33500
844512,50351
5298756,47991
5298756,49286
5298756,52495
556326,52376
556326,52674
556326,52077
48404,52376
48404,21872
48404,23396
7002085,40455
7002085,44351
7002085,52631
544807,51493
544807,50797
544807,52279
4655652,46474
4655652,51237
4655652,50351
6452444,52465
6452444,52540
6452444,52669
1588247,52569
1588247,52671
1588247,52495
8079720,45855
8079720,52295
8079720,52279
333429,52506
333429,49332
333429,47991
1562080,51546
1562080,52077
1562080,40455
299986,52648
299986,52169
299986,48470
28757,49780
28757,21668
28757,50797
4151,52355
4151,50190
4151,45855
56891,52496
56891,52465
56891,33500
046700,52496
046700,50351
046700,52495
735190,52701
735190,52686
735190,50190
3046,52212
3046,52077
3046,45855
3469,52684
3469,49780
3469,52566
52954,50532
52954,47292
52954,52540
68085,52711
68085,52495
68085,52279
4808888,52689
4808888,51547
4808888,52709
4870,52552
4870,52689
4870,52540
417314,49332
417314,51542
2597,52506
2597,52684
2597,49332
2645331,52569
2645331,49675
0956778,52648
0956778,48210
0956778,49701
75752,52674
75752,29250
75752,48470
35368,52703
35368,49286
35368,52671
308906,52648
308906,45855
308906,52631
8887368,49701
8887368,51237
8887368,52669
397876,52496
397876,52465
397876,52355
31731,52699
31731,52694
31731,52295
6605316,49332
6605316,52709
6605316,50351
67314,48243
67314,40455
67314,52703
6564,52376
6564,52496
6564,51542
4760243,52496
4760243,51547
4760243,52684
3715041,52496
3715041,21872
3715041,52376
62441,52699
62441,51542
62441,45855
782754,46474
782754,21668
782754,52711
278174,25113
278174,52689
278174,40455
5124,29250
5124,48470
5124,52711
926375,52496
926375,52698
926375,52648
133555,52701
133555,49701
133555,52670
289602,50669
289602,52698
289602,49701
2763163,52376
2763163,21668
2763163,52621
03272,47292
03272,21668
03272,29250
4177979,47292
4177979,51542
4177979,52703
691992,52684
691992,51542
691992,52703
181059,25113
181059,52539
346196,49675
346196,49332
346196,49286
9032793,52674
9032793,47991
9032793,44351
0940,49675
0940,50669
0940,40455
62141,50532
62141,52699
62141,49780
260591,52648
260591,52465
260591,52694
0914,52552
0914,52355
0914,52109
693700,52506
693700,52670
693700,52295
0836,52355
0836,47292
0836,48470
75049,49780
75049,29250
75049,52212
3653,21872
3653,52539
3653,52631
5205929,52552
5205929,25113
5205929,49286
84669,33500
84669,49701
84669,50351
5799809,52674
5799809,52539
5799809,40455
0946,52376
0946,52540
0946,52686
98793,49675
98793,48243
98793,49286
40153,52699
40153,52077
40153,52295
446521,52552
446521,25113
446521,47991
356988,51237
356988,52077
356988,47991
2393853,52552
2393853,50532
2393853,51799
2482,52569
2482,29250
2482,52621
8417295,51539
8417295,51493
361477,52709
361477,49286
361477,52295
77790,52671
77790,52689
77790,47991
6250,52648
6250,47292
6250,51542
5388,51546
5388,50669
5388,52703
4445385,49780
4445385,52701
4445385,52694
920313,52689
920313,51547
920313,49780
1876309,52625
1876309,50797
1876309,52077
924518,29250
924518,52709
924518,52686
873893,49257
873893,52698
873893,52109
1008,52169
1008,51237
3826098,21668
3826098,47292
3826098,52670
217155,47991
217155,52711
217155,52519
8437,52684
8437,52566
8437,47991
238016,52674
238016,52355
238016,52109
384046,52698
384046,51546
384046,52669
51740,52703
51740,51546
51740,52519
2075,52077
2075,52703
6135331,52669
6135331,52109
6135331,50351
21640,52376
21640,52569
21640,52648
0295313,52279
0295313,52109
0295313,52295
8541,49675
8541,49780
8541,52701
359347,52625
359347,52566
359347,52711
9746862,46474
9746862,48210
9746862,52631
209028,52169
209028,46474
209028,47991
35514,46474
35514,49675
35514,40455
9736294,51542
9736294,50190
9736294,44351
69373,49675
69373,49286
69373,52694
9235244,52539
9235244,52669
9235244,52566
910120,52496
910120,51539
910120,52565
9871,49675
9871,52077
9871,52669
0109088,49675
0109088,52699
0109088,47991
96011,52077
96011,40455
41503,33500
41503,52709
41503,47991
3855089,23396
3855089,52701
3855089,52694
2291791,21872
2291791,52355
2291791,52295
757975,29250
757975,52701
757975,52694
477214,29250
477214,52566
477214,44351
509878,52506
509878,48243
509878,50532
159161,49675
159161,50797
159161,52631
51144,52496
51144,49257
51144,46474
93489,49257
93489,47292
93489,52279
610998,52648
610998,50669
610998,47991
52163,49332
52163,51237
52163,52631
1988,52506
1988,52686
1988,44351
32863,33500
32863,52694
32863,40455
227780,51547
227780,52684
227780,47991
3138495,52539
3138495,52566
3138495,52671
2817597,51546
2817597,51493
2817597,44351
89956,33500
89956,52212
89956,52621
9245,52625
9245,52689
9245,48470
82678,52496
82678,21872
82678,52670
5909212,50669
5909212,52355
5909212,49701
384242,52552
384242,52621
384242,50351
3478859,52648
3478859,52077
3478859,50190
1530,52694
1530,49286
1530,45855
5467,52671
5467,48210
5467,52279
248907,51546
248907,52539
248907,50532
767831,48210
767831,21668
767831,52519
9467193,51547
9467193,23396
9467193,51542
36835,48210
36835,52674
36835,51493
2843747,46474
2843747,52669
2843747,52711
7053584,52684
7053584,52109
7053584,52295
2424,52671
2424,52670
2424,52495
1595,47292
1595,52701
1595,50190
995853,29250
995853,52694
995853,40455
05433,52465
05433,52621
05433,52279
85702,50532
85702,48210
85702,52212
180882,49257
180882,29250
180882,52684
7728254,49780
7728254,33500
7728254,45855
150657,52698
150657,51843
150657,52703
2218,25113
2218,48210
2218,48470
02868,49701
02868,52565
02868,52694
414203,52569
414203,52698
414203,52631
956977,25113
956977,49286
956977,47991
1131055,52625
1131055,51546
1131055,52540
78523,51493
78523,52566
78523,45855
901239,52376
901239,52694
901239,45855
970440,48210
970440,51539
970440,52109
71818,21668
71818,51237
71818,52703
4520799,23396
4520799,52566
4520799,51799
6953,49675
6953,52539
6953,50669
7039,52496
7039,52625
7039,49701
3152162,52689
3152162,46474
3152162,52355
574290,47991
574290,51493
574290,45855
493648,52671
493648,52698
493648,40455
21219,52569
21219,47292
21219,52689
5421165,52355
5421165,49780
5421165,52703
8553,49332
8553,52694
8553,52711
8810,52376
8810,52496
8810,52701
4791945,52376
4791945,52169
4791945,49332
8367562,52552
8367562,52506
8367562,51547
252248,51493
252248,52694
252248,51799
947429,49257
947429,52621
947429,49286
0993,52552
0993,52625
0993,52671
59142,52465
59142,52506
59142,46474
7465711,52376
7465711,49332
7465711,52711
1405293,51237
1405293,52694
1405293,52669
4852302,21872
4852302,49257
4852302,52621
5574959,51493
5574959,52109
5574959,52279
331504,52674
331504,50190
331504,52711
264690,51843
264690,52621
264690,52631
6089853,50797
6089853,52684
6089853,51237
3327,52671
3327,52539
3327,50351
8893,52169
8893,51843
8893,51799
7160345,25113
7160345,51547
7160345,49701
805370,52552
805370,52506
805370,33500
396729,49701
396729,52621
396729,50351
641230,48470
641230,52699
641230,49286
9041763,52648
9041763,52689
9041763,47991
5618942,52496
5618942,52565
5618942,52279
9497,52698
9497,52684
9497,40455
96653,52711
96653,33500
96653,52495
79184,52648
79184,52540
79184,52295
672177,52631
672177,52699
672177,52295
4938721,52465
4938721,49675
4938721,52621
60055,48243
60055,45855
60055,44351
52641,52569
52641,33500
52641,51799
7582250,25113
7582250,51493
7582250,52279
2683,25113
2683,50532
2683,52109
056306,52496
056306,52703
056306,45855
977206,52539
977206,51542
977206,40455
2150148,52465
2150148,52689
2150148,45855
59043,25113
59043,52506
59043,52540
126678,49257
126678,21668
126678,52621
22548,52376
22548,49332
22548,52631
58037,44351
58037,48470
58037,52671
97517,50532
97517,29250
97517,47292
90432,52552
90432,52689
90432,52295
14198,50532
14198,52621
14198,52519
0837,52465
0837,52674
0837,51547
682981,51547
682981,50797
682981,44351
9727348,48210
9727348,49780
9727348,52686
5073,52376
5073,33500
5073,52701
991072,47292
991072,48470
991072,52495
2686290,23396
2686290,52686
2686290,52566
5203881,52625
5203881,51539
5203881,52684
29327,52540
29327,52109
29327,52519
5072695,52689
5072695,49780
5072695,52669
5263,52648
5263,49675
5263,48470
34420,52552
34420,52077
34420,52621
7253,52565
7253,51799
7253,50351
06035,51843
06035,52694
06035,52495
99596,49257
99596,52698
99596,51493
899305,52376
899305,52540
899305,52566
127629,52376
127629,52506
127629,51799
939391,23396
939391,52686
939391,52495
0658,51546
0658,52565
0658,52709
2400,49675
2400,50190
2400,52519
0822,47292
0822,21668
070618,25113
070618,51547
070618,52686
7966,52465
7966,52109
7966,51799
1897074,52625
1897074,48210
1897074,52539
0280,46474
0280,52539
0280,21668
3526527,52699
3526527,51843
3526527,48470
55909,51546
55909,47292
55909,29250
7836165,52698
7836165,49675
7836165,50532
357971,52355
357971,33500
357971,49286
7838,25113
7838,51547
7838,52621
4792,21872
4792,52552
4792,51237
88407,25113
88407,49675
88407,52495
4539353,49675
4539353,52699
4539353,50351
890953,52496
890953,46474
890953,49701
519110,52648
519110,47292
519110,52279
440654,29250
440654,52711
440654,52519
03264,52465
03264,46474
03264,49780
4135026,52648
4135026,52077
4135026,50190
692796,52711
692796,50190
692796,47991
353529,52625
353529,52295
78175,52539
78175,52565
78175,52703
334111,52674
334111,52699
334111,52495
5572,52621
5572,52670
5572,52519
7618,52077
7618,52565
7618,52566
402358,52565
402358,52669
402358,52495
130358,52569
130358,50797
130358,52495
97550,46474
97550,52565
97550,40455
24666,49780
24666,52684
24666,52709
6971,52496
6971,52566
6971,52686
6540389,52698
6540389,52686
6540389,50351
5420422,48210
5420422,52621
5420422,52295
005865,52699
005865,51493
005865,49286
0879102,52506
0879102,33500
0879102,52631
9821908,49675
9821908,52212
9821908,51493
56913,52625
56913,51546
56913,52295
640255,52621
640255,52109
640255,49286
08011,52212
08011,49286
08011,52703
5282454,52569
5282454,50532
5282454,49257
663742,52552
663742,51546
663742,52279
236813,49257
236813,46474
236813,52566
2340463,52684
2340463,50797
2340463,52694
654022,52496
654022,46474
654022,50669
317129,52699
317129,49332
317129,52621
582280,52625
582280,52709
582280,52694
678295,52496
678295,49257
678295,52631
23989,49257
23989,51237
23989,49286
6527314,52689
6527314,40455
32912,52496
32912,52212
32912,47991
070544,44351
070544,52686
070544,52295
357694,49257
357694,46474
357694,52670
4526571,52569
4526571,49701
4526571,52671
8831123,52496
8831123,52686
8831123,50190
6602894,49701
6602894,52701
6602894,40455
027654,52169
027654,33500
027654,52495
498633,52540
498633,52701
498633,52279
8508007,52684
8508007,52686
8508007,50190
6718514,52694
6718514,51799
6718514,52279
057689,52699
057689,52295
057689,40455
9304,48470
9304,52539
9304,50190
91860,51547
91860,52565
91860,52671
4540111,52496
4540111,52689
4540111,50797
42176,21668
42176,52540
42176,51799
4227,52684
4227,52279
4227,52711
4323099,52699
4323099,52565
4323099,40455
29115,52698
29115,52539
29115,51843
11368,29250
11368,52684
11368,51542
516219,52689
516219,52625
516219,33500
746461,52569
746461,51547
746461,21668
25216,50532
25216,52279
25216,52703
6581566,21872
6581566,52699
6581566,50351
7707297,23396
7707297,51237
7707297,52703
45091,51539
45091,52699
45091,51799
250183,52496
250183,50797
250183,52703
0710197,52376
0710197,52539
0710197,52699
3558,25113
3558,52698
3558,49780
3093,51493
3093,52279
72676,23396
72676,51237
72676,44351
245003,25113
245003,51237
245003,40455
84550,49286
84550,52669
84550,50190
596150,52648
596150,52506
596150,52495
59583,52355
59583,49780
59583,52565
482802,52684
482802,50797
482802,50190
4036000,52496
4036000,49701
4036000,52279
053734,25113
053734,51493
053734,52295
1602,52465
1602,51546
1602,51799
284644,52109
284644,48470
284644,52671
7917,52648
7917,50797
7917,51542
2732,52539
2732,21668
2732,52565
044538,33500
044538,52077
044538,50190
7803,21872
7803,47292
7803,50797
3168820,21668
3168820,52709
3168820,50190
93722,47991
93722,52539
93722,52703
82727,52674
82727,40455
9768,52540
9768,52701
9768,52519
8620650,47292
8620650,50669
8620650,47991
3287724,52552
3287724,52689
3287724,25113
783918,52496
783918,48243
783918,49701
361490,52465
361490,52674
361490,52519
8748996,52539
8748996,52212
8748996,52109
2931752,51547
2931752,49286
2931752,52671
4420788,52506
4420788,52355
4420788,45855
8735,52648
8735,52709
8735,52279
8501532,52625
8501532,47292
8501532,51237
168453,52552
168453,21872
168453,51237
9762,52674
9762,48243
9762,52109
4386460,21872
4386460,52689
4386460,52711
40622,52539
40622,52077
40622,52109
1839,52539
1839,52684
1839,40455
768579,52169
768579,52694
768579,52279
29235,50797
29235,48470
29235,40455
59283,52648
59283,52355
59283,40455
5391302,52552
5391302,45855
5391302,52519
33577,46474
33577,51799
33577,52703
87938,52376
87938,48210
87938,46474
982113,48210
982113,52686
982113,40455
109996,52539
109996,33500
109996,52671
27615,52698
27615,52355
27615,52709
46567,52648
46567,52689
46567,52376
5192283,25113
5192283,52539
5192283,52295
00884,52698
00884,47292
00884,40455
951204,49257
951204,51237
951204,52686
5444,52674
5444,51539
5444,51493
093969,29250
093969,51539
093969,52109
385259,52169
385259,51546
385259,52295
23635,52465
23635,52540
23635,52703
56631,51546
56631,52539
56631,52709
512818,52496
512818,21872
512818,52671
6332,52625
6332,52540
6332,51237
08721,51799
08721,52519
279701,52376
279701,21872
279701,51542
7324,52465
7324,52355
7324,52709
44498,51546
44498,51493
44498,40455
0988762,49257
0988762,52670
0988762,52711
1956,52169
1956,23396
1956,52295
77479,51547
77479,49780
77479,52495
61076,52709
61076,50351
786477,47292
786477,49701
786477,50190
314641,52671
314641,51547
314641,52631
9433617,46474
9433617,49701
9433617,50797
498661,51539
498661,50669
498661,52670
5868843,51843
5868843,52540
5868843,52686
7572,49257
7572,46474
7572,52684
462754,48210
462754,52701
462754,49286
7547,52552
7547,48210
7547,23396
802888,52212
802888,52077
802888,47991
4192,46474
4192,52565
4192,48470
618432,51546
618432,51237
618432,51542
400103,51237
400103,52709
400103,52671
915068,52496
915068,52709
915068,52566
4289344,46474
4289344,51547
4289344,52631
9075,50797
9075,52686
84489,52689
84489,51539
84489,47991
78304,33500
78304,49332
78304,52711
802121,52169
802121,52506
802121,52539
268920,52376
268920,52625
268920,52684
3354878,52569
3354878,52465
3354878,21668
739270,25113
739270,51542
739270,45855
7078424,23396
7078424,52212
7078424,50351
219016,51843
219016,51542
219016,40455
4870145,51237
4870145,50669
4870145,52295
2512,50532
2512,52077
2512,48470
5750480,52625
5750480,51843
5750480,51237
55550,51546
55550,52669
55550,48470
58078,52698
58078,52709
58078,52279
9977,21872
9977,49286
9977,44351
234977,48243
234977,47292
234977,52566
1878599,52506
1878599,51539
1878599,52709
640011,52496
640011,48210
640011,45855
4818363,52625
4818363,51542
4818363,47991
27023,52465
27023,51799
4593314,52569
4593314,52355
4593314,49701
8084,51547
8084,51843
8084,50669
61664,52212
61664,51493
61664,52495
8800,49257
8800,51843
8800,52701
394300,46474
394300,49332
394300,51546
5651,52569
5651,21668
5651,52077
2734117,21872
2734117,52465
2734117,52569
28185,52648
28185,52686
28185,52631
655392,52496
655392,52674
655392,52495
2490379,48243
2490379,23396
2490379,50351
66729,21872
66729,48243
66729,51542
6301,52703
6301,51843
6301,52495
084057,52648
084057,52699
084057,48470
7744066,49675
7744066,50532
7744066,50797
260017,51546
260017,52701
4529,40455
4529,52686
4529,47991
5667977,49257
5667977,48243
5667977,52711
6822,49332
6822,51542
6822,52671
6372794,52376
6372794,52565
6372794,48470
03659,52698
03659,52077
03659,51542
6391911,46474
6391911,52701
6391911,45855
95634,52699
95634,33500
95634,52703
1967,52648
1967,52279
3073948,52684
3073948,52669
3073948,52212
842426,52674
842426,51237
842426,50351
8801892,21872
8801892,52701
8801892,52694
1971639,52465
1971639,52355
1971639,49780
3937656,52698
3937656,33500
3937656,49286
328868,52694
328868,52669
328868,52670
4625,52552
4625,44351
6466,33500
6466,51799
6466,47991
3846,51546
3846,49780
3846,52711
8226049,48470
8226049,52295
8226049,44351
2341520,52689
2341520,51237
2341520,52621
6916,49780
6916,49257
6916,49332
098738,50532
098738,52109
098738,52212
78929,52169
78929,49286
78929,52295
410485,52631
410485,52694
410485,50351
3213780,52169
3213780,52701
3213780,48470
883679,49257
883679,52699
883679,52495
300163,49780
300163,52212
469051,49701
469051,51547
469051,51237
6411260,46474
6411260,33500
6411260,52565
147790,52625
147790,51843
147790,47292
7060,47991
7060,49332
7060,52519
99748,47292
99748,52077
99748,52566
549282,52569
549282,52689
549282,40455
863779,52376
863779,52279
863779,52295
5494852,52552
5494852,52109
5494852,52671
4059,21668
4059,52495
4059,51799
6638063,52699
6638063,52295
1144,52674
1144,51843
1144,52703
127861,52465
127861,52684
127861,48470
570448,52465
570448,51542
570448,40455
2624403,51546
2624403,49780
2624403,50669
9919258,51547
9919258,48243
9919258,50669
53758,52496
53758,51542
53758,44351
7732,21872
7732,51843
7732,52701
6819659,52552
6819659,49701
2243177,52689
2243177,50351
2243177,45855
52879,51546
52879,47292
52879,52694
0391,52465
0391,52565
0391,52495
9226,52376
9226,52539
9226,49675
2956,25113
2956,21668
341340,46474
341340,49780
341340,48210
4511450,52465
4511450,50669
4511450,52686
3372560,49257
3372560,52212
3372560,50351
528921,52552
528921,52355
528921,51493
958101,52540
958101,49701
958101,44351
336030,49780
336030,52694
336030,52703
9724699,52701
9724699,51542
9724699,45855
97549,52569
97549,46474
97549,52694
841386,49257
841386,29250
841386,52684
7769,49257
7769,50797
7769,49286
39069,52648
39069,46474
39069,52703
429535,52376
429535,52169
429535,50351
3347,51799
3347,52694
3347,40455
5173,49257
5173,29250
5173,49286
98478,52552
98478,52703
98478,44351
83062,49257
83062,52566
83062,50351
856407,51843
856407,33500
856407,51237
701976,29250
701976,52355
701976,50797
6374,52465
6374,50669
6374,52519
82310,52625
82310,51799
82310,52671
21003,21872
21003,48210
21003,48470
56017,52699
56017,52355
56017,52671
7806872,48210
7806872,40455
7806872,52495
07560,52465
07560,51493
07560,52711
5418,21668
5418,52670
5418,52295
92848,52376
92848,51237
92848,52519
5468031,52625
5468031,52689
5468031,52295
0406,52709
0406,51542
0406,47991
2890,52689
2890,52465
2890,50669
5597209,52625
5597209,52684
5983400,51843
5983400,21668
5983400,52709
0152165,46474
0152165,51843
0152165,44351
6057651,46474
6057651,52355
6057651,52670
238949,52625
238949,52212
238949,52565
107508,49701
107508,52519
107508,50351
0676,49257
0676,48210
0676,52631
81438,51539
81438,52212
81438,44351
9546,49332
9546,49286
9546,40455
900499,51539
900499,49675
900499,40455
593288,52698
593288,33500
593288,52212
5620969,52698
5620969,51493
5620969,52295
261685,52689
261685,33500
261685,50797
44612,25113
44612,52694
44612,47991
53347,21872
53347,47292
786745,52506
786745,21668
786745,40455
014405,52169
014405,51237
014405,47991
025170,52674
025170,50190
025170,40455
32254,50532
32254,51237
32254,48470
03589,29250
03589,52519
03589,52671
827051,52552
827051,23396
827051,52701
1624971,52552
1624971,52689
1624971,52694
96682,49675
96682,49780
96682,45855
279243,52496
279243,49675
279243,52686
37991,52169
37991,52684
757367,52569
757367,51493
757367,44351
654036,52506
654036,49332
654036,52540
6556534,52698
6556534,51547
6556534,50351
542722,52552
542722,52376
542722,40455
0776078,52698
0776078,51547
0776078,51542
1494,47991
1494,51542
1494,52295
526574,49286
526574,52670
526574,52295
582433,49257
582433,49675
582433,23396
6521746,51539
6521746,52355
6521746,52703
92459,52539
92459,52694
92459,52495
1631646,49332
1631646,50797
1631646,45855
6107,52625
6107,52674
6107,51799
349472,52631
349472,45855
16860,52674
16860,52565
16860,48470
322720,52465
322720,29250
322720,49701
762435,52689
762435,49675
762435,48243
161513,52539
161513,48470
161513,52295
92692,21872
92692,51547
92692,49286
48597,46474
48597,29250
25099,52506
25099,49332
25099,52670
75030,52539
75030,51542
75030,52495
3230973,52552
3230973,48210
3230973,52699
3990,52699
3990,51542
3990,52295
206557,52674
206557,52355
206557,33500
17712,52169
17712,47991
17712,44351
873044,49675
873044,52694
873044,52295
8434533,52376
8434533,52699
8434533,52684
51935,52565
51935,50669
51935,51799
0922340,21872
0922340,50669
0922340,51237
0607116,51843
0607116,47292
0607116,47991
7476,21872
7476,29250
7476,48470
22475,52671
22475,33500
22475,44351
9006219,52077
9006219,49286
9006219,52495
1178665,52648
1178665,51546
1178665,52355
54329,52689
54329,52465
54329,51237
6425126,52674
6425126,52355
6425126,50669
736057,52684
736057,47292
736057,52709
81258,52552
81258,52077
81258,40455
779704,52569
779704,44351
779704,52671
904080,52569
904080,52621
904080,52631
7555609,52506
7555609,52355
7555609,48470
902271,23396
902271,50190
902271,52495
0633518,29250
0633518,52540
0633518,52631
79559,52709
79559,52566
79559,52703
7898,52355
7898,45855
7898,52631
0879,52621
0879,52566
0879,52519
955440,25113
955440,21668
955440,47292
6553,52625
6553,52686
6553,47991
657985,51547
657985,52565
657985,40455
9695628,51547
9695628,52565
9695628,51542
39729,52169
39729,52565
39729,52279
4941,49701
4941,49332
4941,52077
5795229,21872
5795229,33500
5795229,50351
861242,52674
861242,52699
861242,51799
53193,52569
53193,25113
53193,29250
9134254,52674
9134254,52699
9134254,48470
23292,52077
23292,49286
7560516,52496
7560516,46474
7560516,48210
53093,51546
53093,52699
53093,51547
0633925,52674
0633925,49332
0633925,50532
534447,49257
534447,52684
534447,52694
39246,52539
39246,49286
39246,52671
22666,52669
22666,51799
22666,50351
81859,33500
81859,52709
81859,52694
4993031,52465
4993031,51237
4993031,49701
3788068,52565
3788068,50190
3788068,52519
9424395,52465
9424395,51546
9424395,49701
50983,51546
50983,45855
50983,44351
5042945,21668
5042945,48470
5042945,52631
05485,51547
05485,33500
05485,52109
89749,52539
89749,52684
89749,50797
619852,21872
619852,49332
619852,45855
0752554,52506
0752554,51539
0752554,52621
11165,46474
11165,48243
11165,45855
7531025,52077
7531025,52686
7531025,52711
5947,50797
5947,52684
5947,52565
4890209,21668
4890209,52709
4890209,52519
8168,46474
8168,52669
8168,49286
665490,52077
665490,49286
665490,52703
632839,52699
632839,52621
632839,50190
9232166,51546
9232166,49332
9232166,51542
602859,44351
602859,52519
602859,52671
288902,48470
