user_id,theatre_id,rating
7880,41,1
7880,51,1
7880,515,4
7880,200,2
7880,55,1
7880,548,3
7880,375,4
7880,122,4
7880,340,4
7880,440,4
7880,480,3
7880,58,4
7880,244,4
7880,131,3
7880,330,3
7880,412,2
7880,455,4
7880,268,3
7880,566,2
7880,236,3
7880,367,4
7880,320,2
7880,78,4
7880,373,2
7880,172,1
7880,262,2
7880,6,4
10626,450,4
10626,448,1
10626,423,4
10626,451,1
10626,363,4
10626,117,1
10626,430,3
10626,573,3
10626,176,1
10626,327,3
10626,573,4
10626,311,4
10626,472,1
10626,268,1
10626,277,2
10626,394,3
10626,313,4
10626,126,1
10626,471,1
10626,63,2
10626,186,2
10626,186,3
10626,442,1
10626,198,4
10626,172,4
10626,103,2
10626,373,2
10626,501,1
10626,120,2
10626,333,2
10626,221,3
10626,446,2
10626,430,4
10626,297,1
10626,169,1
10626,478,1
10626,167,3
10626,126,2
10626,207,2
10626,236,3
10626,148,3
10626,49,4
10626,389,1
10626,196,1
10626,223,4
10626,210,1
10626,325,2
10626,198,3
10626,556,1
10626,412,1
10626,500,4
10626,184,1
10626,542,1
10626,456,4
10626,172,4
10626,492,2
10626,103,3
10626,324,4
10626,301,1
10626,29,4
10626,537,1
10626,240,2
10626,253,1
10626,512,2
10626,144,3
10626,555,2
10626,333,4
10626,510,2
10626,156,4
10626,325,1
10626,516,4
10626,21,3
10626,235,4
10626,41,3
10626,51,1
10626,515,1
10626,200,2
10626,55,2
10626,548,1
10626,375,2
10626,122,4
10626,340,1
10626,440,3
10626,480,3
10626,58,4
10626,244,3
10626,131,2
10626,330,2
10626,412,2
10626,455,1
10626,268,4
10626,566,3
10626,236,2
10626,367,3
10626,320,3
10626,78,2
10626,373,2
10626,172,2
10626,262,3
10626,6,2
17762,450,2
17762,448,1
17762,423,1
17762,451,2
17762,363,2
17762,117,2
17762,430,2
17762,573,2
17762,176,2
17762,327,2
17762,573,4
17762,311,2
17762,472,2
17762,268,1
17762,277,1
17762,394,4
17762,313,1
17762,126,3
17762,471,3
17762,63,4
17762,186,3
17762,186,2
17762,442,1
17762,198,2
17762,172,1
17762,103,3
17762,373,1
17762,501,3
17762,120,4
17762,333,4
17762,221,3
17762,446,3
17762,430,3
17762,297,3
17762,169,1
17762,478,1
17762,167,2
17762,126,1
17762,207,1
17762,236,3
17762,148,2
17762,49,3
17762,389,4
17762,196,3
17762,223,3
17762,210,1
17762,325,1
17762,198,3
17762,556,2
17762,412,1
17762,500,4
17762,184,4
17762,542,2
17762,456,2
17762,172,3
17762,492,1
17762,103,2
17762,324,3
17762,301,2
17762,29,1
17762,537,1
17762,240,3
17762,253,4
17762,512,1
17762,144,1
17762,555,4
17762,333,3
17762,510,1
17762,156,2
17762,325,2
17762,516,4
17762,21,2
17762,235,2
17762,41,3
17762,51,1
17762,515,1
17762,200,2
17762,55,3
17762,548,4
17762,375,1
17762,122,4
17762,340,2
17762,440,1
17762,480,1
17762,58,4
17762,244,2
17762,131,2
17762,330,3
17762,412,1
17762,455,3
17762,268,3
17762,566,4
17762,236,2
17762,367,1
17762,320,4
17762,78,4
17762,373,1
17762,172,2
17762,262,3
17762,6,1
1390,450,1
1390,448,4
1390,423,3
1390,451,4
1390,363,1
1390,117,2
1390,430,4
1390,573,1
1390,176,2
1390,327,3
1390,573,1
1390,311,2
1390,472,3
1390,268,4
1390,277,4
1390,394,1
1390,313,2
1390,126,1
1390,471,4
1390,63,4
1390,186,4
1390,186,1
1390,442,2
1390,198,3
1390,172,2
1390,103,1
1390,373,3
1390,501,2
1390,120,3
1390,333,2
1390,221,4
1390,446,2
1390,430,2
1390,297,2
1390,169,4
1390,478,1
1390,167,3
1390,126,1
1390,207,2
1390,236,1
1390,148,3
1390,49,4
1390,389,4
1390,196,2
1390,223,2
1390,210,1
1390,325,1
1390,198,3
1390,556,2
1390,412,3
1390,500,1
1390,184,1
1390,542,3
1390,456,2
1390,172,2
1390,492,3
1390,103,1
1390,324,3
1390,301,4
1390,29,1
1390,537,4
1390,240,2
1390,253,1
1390,512,1
1390,144,3
1390,555,1
1390,333,1
1390,510,4
1390,156,3
1390,325,4
1390,516,2
1390,21,2
1390,235,4
1390,41,3
1390,51,1
1390,515,4
1390,200,1
1390,55,2
1390,548,4
1390,375,3
1390,122,3
1390,340,3
1390,440,1
1390,480,3
1390,58,2
1390,244,1
1390,131,2
1390,330,1
1390,412,1
1390,455,2
1390,268,4
1390,566,1
1390,236,1
1390,367,4
1390,320,3
1390,78,3
1390,373,3
1390,172,2
1390,262,4
1390,6,2
11050,450,1
11050,448,3
11050,423,1
11050,451,1
11050,363,1
11050,117,1
11050,430,2
11050,573,2
11050,176,1
11050,327,2
11050,573,2
11050,311,2
11050,472,3
11050,268,3
11050,277,1
11050,394,4
11050,313,3
11050,126,1
11050,471,1
11050,63,2
11050,186,2
11050,186,2
11050,442,2
11050,198,1
11050,172,4
11050,103,4
11050,373,3
11050,501,3
11050,120,2
11050,333,3
11050,221,4
11050,446,4
11050,430,1
11050,297,3
11050,169,3
11050,478,1
11050,167,3
11050,126,2
11050,207,4
11050,236,2
11050,148,4
11050,49,1
11050,389,4
11050,196,4
11050,223,2
11050,210,3
11050,325,4
11050,198,1
11050,556,1
11050,412,2
11050,500,3
11050,184,1
11050,542,1
11050,456,2
11050,172,1
11050,492,1
11050,103,2
11050,324,1
11050,301,2
11050,29,3
11050,537,2
11050,240,1
11050,253,4
11050,512,4
11050,144,4
11050,555,4
11050,333,3
11050,510,4
11050,156,3
11050,325,2
11050,516,3
11050,21,4
11050,235,3
11050,41,1
11050,51,1
11050,515,1
11050,200,3
11050,55,1
11050,548,3
11050,375,1
11050,122,1
11050,340,3
11050,440,3
11050,480,2
11050,58,3
11050,244,4
11050,131,4
11050,330,2
11050,412,3
11050,455,1
11050,268,2
11050,566,3
11050,236,2
11050,367,1
11050,320,2
11050,78,2
11050,373,1
11050,172,4
11050,262,2
11050,6,1
4050,450,1
4050,448,1
4050,423,4
4050,451,3
4050,363,2
4050,117,1
4050,430,3
4050,573,4
4050,176,4
4050,327,1
4050,573,1
4050,311,1
4050,472,2
4050,268,3
4050,277,4
4050,394,1
4050,313,4
4050,126,4
4050,471,3
4050,63,4
4050,186,3
4050,186,2
4050,442,4
4050,198,3
4050,172,4
4050,103,1
4050,373,3
4050,501,2
4050,120,3
4050,333,4
4050,221,4
4050,446,3
4050,430,1
4050,297,3
4050,169,4
4050,478,2
4050,167,4
4050,126,4
4050,207,1
4050,236,4
4050,148,2
4050,49,4
4050,389,2
4050,196,3
4050,223,2
4050,210,1
4050,325,1
4050,198,1
4050,556,1
4050,412,3
4050,500,2
4050,184,3
4050,542,1
4050,456,1
4050,172,3
4050,492,1
4050,103,1
4050,324,4
4050,301,2
4050,29,2
4050,537,4
4050,240,2
4050,253,2
4050,512,3
4050,144,2
4050,555,1
4050,333,3
4050,510,2
4050,156,2
4050,325,3
4050,516,3
4050,21,4
4050,235,3
4050,41,1
4050,51,4
4050,515,4
4050,200,4
4050,55,4
4050,548,4
4050,375,3
4050,122,2
4050,340,4
4050,440,1
4050,480,1
4050,58,2
4050,244,3
4050,131,4
4050,330,3
4050,412,3
4050,455,3
4050,268,2
4050,566,3
4050,236,4
4050,367,4
4050,320,1
4050,78,3
4050,373,4
4050,172,2
4050,262,2
4050,6,2
97,450,4
97,448,4
97,423,2
97,451,4
97,363,4
97,117,4
97,430,1
97,573,4
97,176,4
97,327,4
97,573,2
97,311,4
97,472,1
97,268,4
97,277,3
97,394,2
97,313,1
97,126,4
97,471,1
97,63,1
97,186,4
97,186,1
97,442,1
97,198,2
97,172,4
97,103,1
97,373,2
97,501,2
97,120,1
97,333,1
97,221,1
97,446,3
97,430,4
97,297,2
97,169,4
97,478,3
97,167,1
97,126,4
97,207,3
97,236,3
97,148,1
97,49,2
97,389,2
97,196,3
97,223,3
97,210,3
97,325,2
97,198,1
97,556,2
97,412,4
97,500,2
97,184,1
97,542,1
97,456,2
97,172,1
97,492,2
97,103,2
97,324,2
97,301,3
97,29,3
97,537,2
97,240,4
97,253,4
97,512,4
97,144,4
97,555,2
97,333,1
97,510,2
97,156,4
97,325,1
97,516,1
97,21,4
97,235,1
97,41,4
97,51,2
97,515,1
97,200,2
97,55,2
97,548,2
97,375,1
97,122,1
97,340,1
97,440,3
97,480,3
97,58,4
97,244,4
97,131,4
97,330,1
97,412,2
97,455,4
97,268,1
97,566,1
97,236,1
97,367,1
97,320,3
97,78,3
97,373,4
97,172,2
97,262,4
97,6,4
18287,450,1
18287,448,2
18287,423,2
18287,451,2
18287,363,3
18287,117,1
18287,430,1
18287,573,4
18287,176,2
18287,327,1
18287,573,2
18287,311,2
18287,472,3
18287,268,1
18287,277,1
18287,394,2
18287,313,2
18287,126,3
18287,471,1
18287,63,2
18287,186,1
18287,186,2
18287,442,1
18287,198,1
18287,172,1
18287,103,3
18287,373,4
18287,501,2
18287,120,4
18287,333,1
18287,221,3
18287,446,1
18287,430,4
18287,297,4
18287,169,3
18287,478,2
18287,167,3
18287,126,4
18287,207,2
18287,236,3
18287,148,3
18287,49,1
18287,389,1
18287,196,1
18287,223,3
18287,210,1
18287,325,2
18287,198,2
18287,556,4
18287,412,1
18287,500,4
18287,184,1
18287,542,2
18287,456,1
18287,172,2
18287,492,3
18287,103,2
18287,324,1
18287,301,4
18287,29,4
18287,537,3
18287,240,1
18287,253,4
18287,512,1
18287,144,1
18287,555,1
18287,333,1
18287,510,3
18287,156,2
18287,325,4
18287,516,3
18287,21,4
18287,235,3
18287,41,3
18287,51,2
18287,515,3
18287,200,4
18287,55,1
18287,548,2
18287,375,2
18287,122,3
18287,340,1
18287,440,2
18287,480,4
18287,58,2
18287,244,1
18287,131,3
18287,330,3
18287,412,2
18287,455,3
18287,268,2
18287,566,2
18287,236,1
18287,367,1
18287,320,4
18287,78,2
18287,373,4
18287,172,3
18287,262,1
18287,6,2
17045,450,1
17045,448,4
17045,423,4
17045,451,3
17045,363,2
17045,117,4
17045,430,3
17045,573,3
17045,176,1
17045,327,4
17045,573,4
17045,311,4
17045,472,2
17045,268,3
17045,277,4
17045,394,3
17045,313,4
17045,126,4
17045,471,3
17045,63,1
17045,186,2
17045,186,3
17045,442,3
17045,198,4
17045,172,2
17045,103,2
17045,373,4
17045,501,1
17045,120,3
17045,333,1
17045,221,4
17045,446,2
17045,430,3
17045,297,4
17045,169,3
17045,478,3
17045,167,1
17045,126,2
17045,207,3
17045,236,4
17045,148,1
17045,49,2
17045,389,1
17045,196,4
17045,223,1
17045,210,2
17045,325,3
17045,198,1
17045,556,3
17045,412,3
17045,500,1
17045,184,2
17045,542,4
17045,456,3
17045,172,4
17045,492,2
17045,103,4
17045,324,2
17045,301,1
17045,29,2
17045,537,4
17045,240,4
17045,253,4
17045,512,1
17045,144,1
17045,555,2
17045,333,1
17045,510,1
17045,156,4
17045,325,3
17045,516,3
17045,21,3
17045,235,2
17045,41,1
17045,51,4
17045,515,4
17045,200,3
17045,55,1
17045,548,4
17045,375,4
17045,122,4
17045,340,4
17045,440,4
17045,480,2
17045,58,4
17045,244,4
17045,131,3
17045,330,1
17045,412,1
17045,455,1
17045,268,4
17045,566,1
17045,236,2
17045,367,1
17045,320,3
17045,78,4
17045,373,3
17045,172,1
17045,262,1
17045,6,1
17652,450,3
17652,448,1
17652,423,3
17652,451,2
17652,363,1
17652,117,4
17652,430,3
17652,573,1
17652,176,4
17652,327,3
17652,573,1
17652,311,4
17652,472,2
17652,268,3
17652,277,4
17652,394,3
17652,313,4
17652,126,1
17652,471,3
17652,63,1
17652,186,3
17652,186,3
17652,442,4
17652,198,3
17652,172,3
17652,103,3
17652,373,3
17652,501,3
17652,120,3
17652,333,4
17652,221,3
17652,446,2
17652,430,3
17652,297,1
17652,169,3
17652,478,4
17652,167,4
17652,126,3
17652,207,2
17652,236,4
17652,148,3
17652,49,3
17652,389,3
17652,196,4
17652,223,2
17652,210,4
17652,325,2
17652,198,3
17652,556,3
17652,412,4
17652,500,4
17652,184,2
17652,542,1
17652,456,1
17652,172,4
17652,492,2
17652,103,4
17652,324,4
17652,301,2
17652,29,3
17652,537,3
17652,240,2
17652,253,3
17652,512,1
17652,144,4
17652,555,4
17652,333,4
17652,510,1
17652,156,2
17652,325,2
17652,516,2
17652,21,4
17652,235,3
17652,41,1
17652,51,4
17652,515,1
17652,200,1
17652,55,3
17652,548,2
17652,375,3
17652,122,2
17652,340,4
17652,440,1
17652,480,3
17652,58,2
17652,244,3
17652,131,1
17652,330,3
17652,412,1
17652,455,2
17652,268,4
17652,566,3
17652,236,1
17652,367,3
17652,320,3
17652,78,3
17652,373,1
17652,172,3
17652,262,1
17652,6,4
9927,450,1
9927,448,1
9927,423,1
9927,451,1
9927,363,3
9927,117,2
9927,430,4
9927,573,2
9927,176,2
9927,327,2
9927,573,1
9927,311,4
9927,472,4
9927,268,3
9927,277,1
9927,394,2
9927,313,4
9927,126,1
9927,471,3
9927,63,3
9927,186,4
9927,186,4
9927,442,3
9927,198,4
9927,172,4
9927,103,3
9927,373,1
9927,501,4
9927,120,4
9927,333,3
9927,221,2
9927,446,3
9927,430,1
9927,297,1
9927,169,4
9927,478,3
9927,167,3
9927,126,1
9927,207,3
9927,236,1
9927,148,4
9927,49,2
9927,389,1
9927,196,4
9927,223,1
9927,210,1
9927,325,2
9927,198,4
9927,556,4
9927,412,4
9927,500,4
9927,184,4
9927,542,2
9927,456,2
9927,172,2
9927,492,2
9927,103,4
9927,324,3
9927,301,4
9927,29,4
9927,537,2
9927,240,3
9927,253,2
9927,512,4
9927,144,4
9927,555,2
9927,333,1
9927,510,1
9927,156,3
9927,325,3
9927,516,1
9927,21,2
9927,235,1
9927,41,1
9927,51,2
9927,515,1
9927,200,1
9927,55,2
9927,548,4
9927,375,1
9927,122,3
9927,340,1
9927,440,4
9927,480,2
9927,58,3
9927,244,2
9927,131,1
9927,330,1
9927,412,3
9927,455,4
9927,268,3
9927,566,2
9927,236,3
9927,367,2
9927,320,3
9927,78,1
9927,373,4
9927,172,2
9927,262,3
9927,6,3
18946,450,1
18946,448,4
18946,423,2
18946,451,4
18946,363,1
18946,117,4
18946,430,2
18946,573,3
18946,176,4
18946,327,4
18946,573,3
18946,311,1
18946,472,4
18946,268,2
18946,277,4
18946,394,3
18946,313,4
18946,126,4
18946,471,2
18946,63,4
18946,186,2
18946,186,1
18946,442,3
18946,198,3
18946,172,3
18946,103,4
18946,373,2
18946,501,4
18946,120,4
18946,333,1
18946,221,2
18946,446,3
18946,430,4
18946,297,3
18946,169,1
18946,478,1
18946,167,1
18946,126,2
18946,207,2
18946,236,4
18946,148,2
18946,49,2
18946,389,1
18946,196,2
18946,223,2
18946,210,1
18946,325,4
18946,198,4
18946,556,3
18946,412,1
18946,500,1
18946,184,1
18946,542,4
18946,456,3
18946,172,1
18946,492,2
18946,103,2
18946,324,2
18946,301,4
18946,29,2
18946,537,4
18946,240,2
18946,253,3
18946,512,2
18946,144,3
18946,555,4
18946,333,2
18946,510,3
18946,156,4
18946,325,4
18946,516,4
18946,21,1
18946,235,3
18946,41,1
18946,51,3
18946,515,2
18946,200,1
18946,55,3
18946,548,2
18946,375,4
18946,122,4
18946,340,4
18946,440,4
18946,480,1
18946,58,1
18946,244,3
18946,131,3
18946,330,4
18946,412,4
18946,455,2
18946,268,4
18946,566,1
18946,236,1
18946,367,4
18946,320,2
18946,78,4
18946,373,1
18946,172,3
18946,262,3
18946,6,3
4903,450,1
4903,448,1
4903,423,3
4903,451,1
4903,363,3
4903,117,4
4903,430,2
4903,573,2
4903,176,4
4903,327,1
4903,573,3
4903,311,2
4903,472,2
4903,268,2
4903,277,2
4903,394,1
4903,313,4
4903,126,3
4903,471,3
4903,63,4
4903,186,1
4903,186,3
4903,442,3
4903,198,4
4903,172,2
4903,103,3
4903,373,3
4903,501,3
4903,120,2
4903,333,3
4903,221,3
4903,446,4
4903,430,2
4903,297,1
4903,169,3
4903,478,4
4903,167,1
4903,126,1
4903,207,1
4903,236,2
4903,148,4
4903,49,1
4903,389,3
4903,196,3
4903,223,4
4903,210,1
4903,325,3
4903,198,3
4903,556,4
4903,412,3
4903,500,1
4903,184,3
4903,542,2
4903,456,3
4903,172,1
4903,492,1
4903,103,2
4903,324,2
4903,301,4
4903,29,4
4903,537,2
4903,240,3
4903,253,2
4903,512,2
4903,144,2
4903,555,1
4903,333,1
4903,510,3
4903,156,1
4903,325,1
4903,516,3
4903,21,3
4903,235,3
4903,41,3
4903,51,4
4903,515,4
4903,200,4
4903,55,3
4903,548,2
4903,375,1
4903,122,2
4903,340,4
4903,440,4
4903,480,3
4903,58,2
4903,244,1
4903,131,4
4903,330,1
4903,412,3
4903,455,2
4903,268,3
4903,566,3
4903,236,4
4903,367,1
4903,320,4
4903,78,3
4903,373,4
4903,172,1
4903,262,4
4903,6,4
5364,450,2
5364,448,2
5364,423,3
5364,451,3
5364,363,4
5364,117,4
5364,430,2
5364,573,1
5364,176,2
5364,327,3
5364,573,4
5364,311,2
5364,472,1
5364,268,1
5364,277,3
5364,394,2
5364,313,4
5364,126,1
5364,471,1
5364,63,4
5364,186,2
5364,186,4
5364,442,3
5364,198,4
5364,172,2
5364,103,3
5364,373,4
5364,501,3
5364,120,2
5364,333,4
5364,221,4
5364,446,1
5364,430,4
5364,297,4
5364,169,3
5364,478,3
5364,167,3
5364,126,1
5364,207,1
5364,236,3
5364,148,2
5364,49,2
5364,389,3
5364,196,4
5364,223,1
5364,210,3
5364,325,4
5364,198,3
5364,556,2
5364,412,1
5364,500,2
5364,184,4
5364,542,3
5364,456,4
5364,172,2
5364,492,2
5364,103,2
5364,324,3
5364,301,3
5364,29,4
5364,537,4
5364,240,1
5364,253,4
5364,512,3
5364,144,4
5364,555,2
5364,333,2
5364,510,3
5364,156,1
5364,325,2
5364,516,3
5364,21,4
5364,235,4
5364,41,1
5364,51,3
5364,515,1
5364,200,4
5364,55,4
5364,548,3
5364,375,1
5364,122,4
5364,340,2
5364,440,4
5364,480,2
5364,58,4
5364,244,3
5364,131,2
5364,330,3
5364,412,3
5364,455,1
5364,268,1
5364,566,3
5364,236,3
5364,367,1
5364,320,2
5364,78,2
5364,373,1
5364,172,3
5364,262,3
5364,6,3
5933,450,1
5933,448,4
5933,423,1
5933,451,4
5933,363,1
5933,117,4
5933,430,2
5933,573,3
5933,176,1
5933,327,4
5933,573,4
5933,311,4
5933,472,2
5933,268,3
5933,277,4
5933,394,1
5933,313,4
5933,126,3
5933,471,3
5933,63,2
5933,186,4
5933,186,1
5933,442,1
5933,198,1
5933,172,2
5933,103,3
5933,373,3
5933,501,1
5933,120,2
5933,333,4
5933,221,1
5933,446,2
5933,430,2
5933,297,1
5933,169,2
5933,478,4
5933,167,2
5933,126,1
5933,207,3
5933,236,4
5933,148,4
5933,49,4
5933,389,3
5933,196,3
5933,223,2
5933,210,1
5933,325,2
5933,198,1
5933,556,2
5933,412,1
5933,500,2
5933,184,3
5933,542,3
5933,456,2
5933,172,4
5933,492,1
5933,103,1
5933,324,4
5933,301,2
5933,29,1
5933,537,3
5933,240,3
5933,253,3
5933,512,1
5933,144,2
5933,555,2
5933,333,3
5933,510,4
5933,156,2
5933,325,1
5933,516,4
5933,21,3
5933,235,1
5933,41,2
5933,51,3
5933,515,1
5933,200,3
5933,55,4
5933,548,2
5933,375,3
5933,122,1
5933,340,3
5933,440,4
5933,480,1
5933,58,4
5933,244,4
5933,131,3
5933,330,1
5933,412,3
5933,455,3
5933,268,4
5933,566,2
5933,236,4
5933,367,1
5933,320,1
5933,78,1
5933,373,3
5933,172,2
5933,262,4
5933,6,2
8068,450,3
8068,448,2
8068,423,4
8068,451,4
8068,363,3
8068,117,4
8068,430,1
8068,573,3
8068,176,4
8068,327,3
8068,573,4
8068,311,2
8068,472,4
8068,268,2
8068,277,4
8068,394,3
8068,313,4
8068,126,3
8068,471,4
8068,63,3
8068,186,1
8068,186,2
8068,442,2
8068,198,1
8068,172,3
8068,103,2
8068,373,1
8068,501,3
8068,120,2
8068,333,2
8068,221,1
8068,446,4
8068,430,2
8068,297,4
8068,169,2
8068,478,4
8068,167,1
8068,126,3
8068,207,4
8068,236,1
8068,148,4
8068,49,4
8068,389,4
8068,196,2
8068,223,3
8068,210,1
8068,325,4
8068,198,1
8068,556,2
8068,412,3
8068,500,4
8068,184,3
8068,542,3
8068,456,3
8068,172,2
8068,492,1
8068,103,3
8068,324,4
8068,301,1
8068,29,1
8068,537,1
8068,240,3
8068,253,4
8068,512,1
8068,144,3
8068,555,2
8068,333,3
8068,510,4
8068,156,3
8068,325,2
8068,516,3
8068,21,3
8068,235,1
8068,41,2
8068,51,1
8068,515,1
8068,200,4
8068,55,4
8068,548,2
8068,375,2
8068,122,1
8068,340,3
8068,440,3
8068,480,2
8068,58,2
8068,244,1
8068,131,1
8068,330,4
8068,412,4
8068,455,3
8068,268,1
8068,566,2
8068,236,4
8068,367,2
8068,320,1
8068,78,2
8068,373,2
8068,172,2
8068,262,1
8068,6,4
8776,450,4
8776,448,1
8776,423,4
8776,451,3
8776,363,4
8776,117,4
8776,430,1
8776,573,3
8776,176,4
8776,327,3
