user_id,movie_id,rating,notif
940342,29063,1,False
940342,171540,3,False
940342,35919,4,False
940342,121369,2,False
940342,11676,3,False
940342,79699,4,False
940342,253687,3,True
940342,60981,4,False
940342,24486,1,False
940342,254007,2,False
940342,28740,4,False
940342,43443,2,False
940342,10810,2,False
940342,161321,3,False
940342,323383,4,False
940342,113012,1,False
940342,80432,4,False
940342,339445,1,False
940342,50916,3,False
940342,13969,2,False
940342,211722,2,False
940342,160372,1,False
940342,41282,1,False
940342,319971,3,False
940342,42950,2,False
940342,460024,3,False
940342,69605,1,False
940342,204668,2,False
940342,328429,3,False
940342,171032,4,False
940342,57816,3,False
940342,25784,4,False
940342,11176,3,True
940342,34574,4,False
940342,92780,2,False
940342,75007,3,False
940342,362108,1,False
940342,208431,3,False
940342,70842,4,False
940342,258630,2,False
940342,289190,1,True
940342,4973,3,False
940342,39310,2,False
940342,82688,3,False
940342,177117,3,False
940342,215736,3,False
940342,11986,3,False
940342,41187,2,True
940342,68360,3,True
940342,270646,1,True
940342,60437,1,False
940342,400608,4,False
940342,114903,2,False
940342,8064,4,True
940342,120990,1,False
940342,11772,4,False
940342,336121,1,False
940342,32536,4,False
940342,11396,2,False
940342,59569,1,False
940342,51791,4,False
940342,130881,1,False
940342,122466,4,False
940342,16005,1,False
940342,79896,1,False
940342,149455,1,True
940342,324794,2,False
940342,14061,2,False
940342,18512,3,True
940342,11331,2,False
940342,21868,4,False
940342,74924,3,True
940342,252476,1,False
940342,79995,1,False
940342,34276,2,False
940342,52868,1,False
940342,418697,1,False
940342,297806,4,False
940342,20946,4,False
940342,53399,3,False
940342,9021,2,False
940342,63880,4,False
940342,292510,4,False
940342,250572,4,False
940342,11911,1,False
940342,44801,3,False
940342,91094,1,False
940342,179549,2,False
940342,14177,1,False
940342,49084,3,False
940342,30128,1,False
940342,128442,2,False
860252,39408,2,True
860252,428950,1,True
860252,28013,2,False
860252,18929,1,False
860252,53404,2,False
860252,243934,3,False
860252,183654,3,False
860252,277846,3,True
860252,29063,4,False
860252,171540,3,False
860252,35919,1,False
860252,121369,4,False
860252,11676,3,False
860252,79699,2,False
860252,253687,1,False
860252,60981,4,False
860252,24486,4,True
860252,254007,1,False
860252,28740,2,True
860252,43443,4,False
860252,10810,1,False
860252,161321,2,False
860252,323383,2,False
860252,113012,2,False
860252,80432,1,False
860252,339445,2,False
860252,50916,4,False
860252,13969,3,False
860252,211722,3,False
860252,160372,1,False
860252,41282,4,False
860252,319971,3,False
860252,42950,4,True
860252,460024,3,False
860252,69605,4,False
860252,204668,3,False
860252,328429,4,True
860252,171032,3,False
860252,57816,2,False
860252,25784,1,False
860252,11176,2,True
860252,34574,1,False
860252,92780,3,False
860252,75007,1,False
860252,362108,1,False
860252,208431,3,False
860252,70842,1,False
860252,258630,3,False
860252,289190,2,True
860252,4973,4,False
860252,39310,4,False
860252,82688,3,False
860252,177117,3,False
860252,215736,4,False
860252,11986,4,False
860252,41187,1,False
860252,68360,1,True
860252,270646,2,False
860252,60437,4,False
860252,400608,3,False
860252,114903,3,False
860252,8064,3,True
860252,120990,2,False
860252,11772,2,True
860252,336121,4,False
860252,32536,3,False
860252,11396,4,False
860252,59569,4,False
860252,51791,1,False
860252,130881,2,False
860252,122466,2,False
860252,16005,1,False
860252,79896,3,False
860252,149455,3,False
860252,324794,1,False
860252,14061,4,False
860252,18512,1,False
860252,11331,3,False
860252,21868,1,False
860252,74924,2,False
860252,252476,3,False
860252,79995,2,False
860252,34276,3,False
860252,52868,1,False
860252,418697,3,False
860252,297806,4,False
860252,20946,3,True
860252,53399,4,False
860252,9021,3,False
860252,63880,2,False
860252,292510,2,False
860252,250572,3,False
860252,11911,2,False
860252,44801,3,False
860252,91094,3,False
860252,179549,4,False
860252,14177,4,False
860252,49084,3,False
860252,30128,2,False
860252,128442,4,False
7646810,39408,3,False
7646810,428950,4,False
7646810,28013,1,False
7646810,18929,2,False
7646810,53404,3,False
7646810,243934,4,False
7646810,183654,1,False
7646810,277846,4,False
7646810,29063,3,False
7646810,171540,3,False
7646810,35919,1,False
7646810,121369,4,False
7646810,11676,1,False
7646810,79699,2,False
7646810,253687,2,False
7646810,60981,2,False
7646810,24486,3,False
7646810,254007,1,False
7646810,28740,1,False
7646810,43443,4,False
7646810,10810,4,False
7646810,161321,2,False
7646810,323383,1,False
7646810,113012,3,False
7646810,80432,2,False
7646810,339445,4,False
7646810,50916,4,False
7646810,13969,3,False
7646810,211722,4,False
7646810,160372,2,True
7646810,41282,1,False
7646810,319971,1,False
7646810,42950,4,True
7646810,460024,4,False
7646810,69605,3,False
7646810,204668,3,False
7646810,328429,1,False
7646810,171032,4,False
7646810,57816,4,True
7646810,25784,4,False
7646810,11176,3,False
7646810,34574,2,False
7646810,92780,2,True
7646810,75007,2,False
7646810,362108,4,False
7646810,208431,1,False
7646810,70842,2,False
7646810,258630,1,True
7646810,289190,2,False
7646810,4973,4,False
7646810,39310,4,False
7646810,82688,1,False
7646810,177117,2,False
7646810,215736,3,False
7646810,11986,3,False
7646810,41187,3,False
7646810,68360,4,False
7646810,270646,3,False
7646810,60437,2,False
7646810,400608,2,False
7646810,114903,3,False
7646810,8064,3,False
7646810,120990,2,False
7646810,11772,4,False
7646810,336121,4,True
7646810,32536,2,False
7646810,11396,3,False
7646810,59569,4,False
7646810,51791,3,False
7646810,130881,3,False
7646810,122466,1,True
7646810,16005,4,False
7646810,79896,1,False
7646810,149455,2,False
7646810,324794,1,True
7646810,14061,1,False
7646810,18512,2,False
7646810,11331,2,False
7646810,21868,3,False
7646810,74924,4,False
7646810,252476,1,False
7646810,79995,3,False
7646810,34276,1,False
7646810,52868,3,False
7646810,418697,4,False
7646810,297806,3,True
7646810,20946,1,False
7646810,53399,2,False
7646810,9021,4,True
7646810,63880,2,False
7646810,292510,4,False
7646810,250572,1,False
7646810,11911,1,False
7646810,44801,3,False
7646810,91094,4,False
7646810,179549,4,True
7646810,14177,1,False
7646810,49084,1,False
7646810,30128,2,False
7646810,128442,1,False
356108,39408,3,False
356108,428950,1,True
356108,28013,3,True
356108,18929,4,False
356108,53404,2,False
356108,243934,3,False
356108,183654,1,False
356108,277846,3,False
356108,29063,1,False
356108,171540,3,True
356108,35919,4,False
356108,121369,3,False
356108,11676,1,False
356108,79699,1,False
356108,253687,2,False
356108,60981,3,False
356108,24486,3,False
356108,254007,4,False
356108,28740,1,False
356108,43443,1,True
356108,10810,1,False
356108,161321,4,False
356108,323383,1,False
356108,113012,3,False
356108,80432,1,False
356108,339445,3,False
356108,50916,1,False
356108,13969,3,False
356108,211722,1,False
356108,160372,2,False
356108,41282,3,False
356108,319971,2,False
356108,42950,1,False
356108,460024,2,False
356108,69605,2,False
356108,204668,4,True
356108,328429,2,True
356108,171032,1,False
356108,57816,1,False
356108,25784,2,False
356108,11176,2,False
356108,34574,3,False
356108,92780,3,False
356108,75007,4,False
356108,362108,3,False
356108,208431,3,False
356108,70842,4,False
356108,258630,1,True
356108,289190,1,False
356108,4973,1,True
356108,39310,4,False
356108,82688,4,False
356108,177117,4,False
356108,215736,1,False
356108,11986,3,False
356108,41187,4,False
356108,68360,4,False
356108,270646,2,False
356108,60437,2,False
356108,400608,3,False
356108,114903,1,False
356108,8064,1,False
356108,120990,2,False
356108,11772,2,False
356108,336121,2,False
356108,32536,2,False
356108,11396,1,False
356108,59569,3,True
356108,51791,1,False
356108,130881,1,False
356108,122466,1,False
356108,16005,1,False
356108,79896,1,False
356108,149455,2,True
356108,324794,3,False
356108,14061,3,False
356108,18512,3,False
356108,11331,4,False
356108,21868,3,False
356108,74924,2,False
356108,252476,1,False
356108,79995,1,False
356108,34276,4,False
356108,52868,1,False
356108,418697,3,False
356108,297806,4,False
356108,20946,3,False
356108,53399,3,False
356108,9021,1,False
356108,63880,4,False
356108,292510,3,False
356108,250572,2,False
356108,11911,4,False
356108,44801,2,True
356108,91094,4,False
356108,179549,2,False
356108,14177,3,False
356108,49084,4,False
356108,30128,1,True
356108,128442,2,False
339897,39408,4,False
339897,428950,1,False
339897,28013,2,False
339897,18929,2,True
339897,53404,2,False
339897,243934,3,False
339897,183654,4,False
339897,277846,4,False
339897,29063,4,False
339897,171540,3,False
339897,35919,2,False
339897,121369,3,False
339897,11676,2,False
339897,79699,1,False
339897,253687,2,True
339897,60981,3,False
339897,24486,3,True
339897,254007,4,False
339897,28740,3,False
339897,43443,2,False
339897,10810,4,False
339897,161321,1,True
339897,323383,1,False
339897,113012,3,True
339897,80432,3,True
339897,339445,3,False
339897,50916,4,True
339897,13969,1,False
339897,211722,1,False
339897,160372,4,False
339897,41282,2,False
339897,319971,1,False
339897,42950,1,False
339897,460024,4,False
339897,69605,1,False
339897,204668,4,False
339897,328429,4,False
339897,171032,3,False
339897,57816,3,False
339897,25784,4,False
339897,11176,2,False
339897,34574,1,False
339897,92780,1,False
339897,75007,2,False
339897,362108,4,False
339897,208431,2,False
339897,70842,4,False
339897,258630,2,False
339897,289190,1,False
339897,4973,2,False
339897,39310,4,False
339897,82688,1,False
339897,177117,2,False
339897,215736,1,False
339897,11986,1,False
339897,41187,3,False
339897,68360,2,False
339897,270646,4,False
339897,60437,2,False
339897,400608,4,False
339897,114903,2,False
339897,8064,2,False
339897,120990,2,False
339897,11772,2,False
339897,336121,4,False
339897,32536,4,False
339897,11396,4,False
339897,59569,2,False
339897,51791,4,False
339897,130881,1,False
339897,122466,4,True
339897,16005,2,True
339897,79896,3,False
339897,149455,1,False
339897,324794,3,False
339897,14061,3,False
339897,18512,1,False
339897,11331,2,True
339897,21868,4,False
339897,74924,3,True
339897,252476,1,False
339897,79995,4,False
339897,34276,3,True
339897,52868,3,False
339897,418697,1,False
339897,297806,1,False
339897,20946,4,True
339897,53399,3,False
339897,9021,1,False
339897,63880,2,False
339897,292510,2,False
339897,250572,2,False
339897,11911,3,False
339897,44801,2,True
339897,91094,4,False
339897,179549,3,False
339897,14177,3,False
339897,49084,2,False
339897,30128,1,False
339897,128442,2,False
7752,39408,2,False
7752,428950,4,False
7752,28013,4,False
7752,18929,4,False
7752,53404,3,False
7752,243934,3,True
7752,183654,1,False
7752,277846,3,True
7752,29063,1,False
7752,171540,1,False
7752,35919,1,False
7752,121369,1,True
7752,11676,2,False
7752,79699,1,False
7752,253687,3,False
7752,60981,2,False
7752,24486,1,False
7752,254007,1,False
7752,28740,1,False
7752,43443,4,False
7752,10810,4,False
7752,161321,2,True
7752,323383,3,False
7752,113012,4,False
7752,80432,3,False
7752,339445,4,False
7752,50916,2,False
7752,13969,4,False
7752,211722,1,False
7752,160372,2,True
7752,41282,3,True
7752,319971,3,False
7752,42950,1,False
7752,460024,4,False
7752,69605,4,False
7752,204668,1,False
7752,328429,1,False
7752,171032,3,False
7752,57816,2,True
7752,25784,1,True
7752,11176,4,True
7752,34574,1,False
7752,92780,3,False
7752,75007,2,False
7752,362108,3,False
7752,208431,1,True
7752,70842,2,True
7752,258630,4,False
7752,289190,1,False
7752,4973,1,True
7752,39310,4,False
7752,82688,1,False
7752,177117,4,False
7752,215736,4,False
7752,11986,2,False
7752,41187,3,False
7752,68360,3,False
7752,270646,4,False
7752,60437,3,False
7752,400608,4,False
7752,114903,4,False
7752,8064,2,False
7752,120990,2,False
7752,11772,1,False
7752,336121,3,False
7752,32536,2,False
7752,11396,4,False
7752,59569,2,False
7752,51791,3,False
7752,130881,3,False
7752,122466,3,False
7752,16005,1,False
7752,79896,2,True
7752,149455,4,False
7752,324794,4,True
7752,14061,2,False
7752,18512,3,False
7752,11331,3,False
7752,21868,3,False
7752,74924,3,False
7752,252476,3,False
7752,79995,3,False
7752,34276,4,False
7752,52868,4,False
7752,418697,4,False
7752,297806,4,True
7752,20946,1,False
7752,53399,4,False
7752,9021,2,False
7752,63880,1,False
7752,292510,4,False
7752,250572,3,False
7752,11911,4,False
7752,44801,1,False
7752,91094,1,False
7752,179549,2,False
7752,14177,1,False
7752,49084,2,False
7752,30128,2,False
7752,128442,4,False
1263561,39408,4,False
1263561,428950,2,False
1263561,28013,4,False
1263561,18929,4,True
1263561,53404,1,False
1263561,243934,2,False
1263561,183654,4,True
1263561,277846,1,False
1263561,29063,4,False
1263561,171540,4,False
1263561,35919,3,False
1263561,121369,2,False
1263561,11676,1,False
1263561,79699,1,False
1263561,253687,3,True
1263561,60981,1,False
1263561,24486,3,False
1263561,254007,2,False
1263561,28740,2,False
1263561,43443,1,False
1263561,10810,3,False
1263561,161321,1,False
1263561,323383,3,False
1263561,113012,3,False
1263561,80432,3,False
1263561,339445,4,True
1263561,50916,3,False
1263561,13969,2,False
1263561,211722,3,False
1263561,160372,1,False
1263561,41282,4,False
1263561,319971,2,False
1263561,42950,3,False
1263561,460024,3,False
1263561,69605,4,True
1263561,204668,4,False
1263561,328429,3,False
1263561,171032,4,False
1263561,57816,1,True
1263561,25784,1,False
1263561,11176,2,False
1263561,34574,4,False
1263561,92780,1,False
1263561,75007,3,False
1263561,362108,1,True
1263561,208431,2,False
1263561,70842,4,False
1263561,258630,1,False
1263561,289190,2,True
1263561,4973,1,False
1263561,39310,1,False
1263561,82688,4,False
1263561,177117,4,False
1263561,215736,4,False
1263561,11986,2,False
1263561,41187,1,False
1263561,68360,1,False
1263561,270646,4,False
1263561,60437,2,False
1263561,400608,3,False
1263561,114903,4,True
1263561,8064,4,False
1263561,120990,4,False
1263561,11772,2,False
1263561,336121,4,False
1263561,32536,3,True
1263561,11396,1,False
1263561,59569,2,False
1263561,51791,4,False
1263561,130881,4,False
1263561,122466,4,False
1263561,16005,4,False
1263561,79896,4,False
1263561,149455,3,False
1263561,324794,3,False
1263561,14061,1,False
1263561,18512,3,False
1263561,11331,3,False
1263561,21868,3,True
1263561,74924,4,False
1263561,252476,4,False
1263561,79995,4,False
1263561,34276,1,False
1263561,52868,2,False
1263561,418697,1,False
1263561,297806,4,False
1263561,20946,1,False
1263561,53399,2,False
1263561,9021,2,False
1263561,63880,2,False
1263561,292510,2,False
1263561,250572,3,True
1263561,11911,4,False
1263561,44801,2,False
1263561,91094,4,False
1263561,179549,4,False
1263561,14177,4,False
1263561,49084,4,False
1263561,30128,2,False
1263561,128442,1,True
699110,39408,4,False
699110,428950,1,True
699110,28013,2,False
699110,18929,1,False
699110,53404,3,False
699110,243934,4,False
699110,183654,3,False
699110,277846,2,True
699110,29063,2,True
699110,171540,3,True
699110,35919,4,False
699110,121369,4,False
699110,11676,3,False
699110,79699,2,False
699110,253687,3,False
699110,60981,1,False
699110,24486,3,False
699110,254007,1,False
699110,28740,1,False
699110,43443,1,False
699110,10810,4,False
699110,161321,2,False
699110,323383,3,True
699110,113012,4,False
699110,80432,4,False
699110,339445,1,False
699110,50916,1,False
699110,13969,3,False
699110,211722,2,False
699110,160372,1,False
699110,41282,3,False
699110,319971,2,False
699110,42950,3,False
699110,460024,3,False
699110,69605,4,False
699110,204668,4,True
699110,328429,3,False
699110,171032,2,False
699110,57816,2,False
699110,25784,1,False
699110,11176,1,False
699110,34574,1,False
699110,92780,4,False
699110,75007,1,False
699110,362108,3,True
699110,208431,2,False
699110,70842,4,False
699110,258630,1,False
699110,289190,3,False
699110,4973,2,False
699110,39310,4,False
699110,82688,4,False
699110,177117,1,False
699110,215736,3,False
699110,11986,1,False
699110,41187,2,False
699110,68360,1,False
699110,270646,2,False
699110,60437,4,False
699110,400608,4,False
699110,114903,3,False
699110,8064,2,False
699110,120990,4,False
699110,11772,4,False
699110,336121,3,False
699110,32536,4,False
699110,11396,3,False
699110,59569,1,False
699110,51791,2,False
699110,130881,4,True
699110,122466,2,False
699110,16005,1,False
699110,79896,1,True
699110,149455,1,False
699110,324794,2,False
699110,14061,4,False
699110,18512,4,False
699110,11331,1,False
699110,21868,2,False
699110,74924,4,False
699110,252476,1,False
699110,79995,3,False
699110,34276,3,False
699110,52868,3,True
699110,418697,4,False
699110,297806,1,False
699110,20946,3,True
699110,53399,4,False
699110,9021,3,False
699110,63880,3,True
699110,292510,1,True
699110,250572,4,False
699110,11911,2,False
699110,44801,3,False
699110,91094,1,False
699110,179549,3,False
699110,14177,3,False
699110,49084,1,False
699110,30128,2,False
699110,128442,1,False
8954968,39408,4,False
8954968,428950,2,True
8954968,28013,2,False
8954968,18929,4,False
8954968,53404,4,False
8954968,243934,2,False
8954968,183654,4,False
8954968,277846,1,False
8954968,29063,4,False
8954968,171540,1,False
8954968,35919,1,False
8954968,121369,2,False
8954968,11676,4,False
8954968,79699,2,False
8954968,253687,3,True
8954968,60981,4,False
8954968,24486,3,False
8954968,254007,1,False
8954968,28740,1,True
8954968,43443,1,False
8954968,10810,4,False
8954968,161321,4,True
8954968,323383,2,False
8954968,113012,2,False
8954968,80432,2,False
8954968,339445,2,False
8954968,50916,2,False
8954968,13969,3,False
8954968,211722,2,False
8954968,160372,4,False
8954968,41282,2,False
8954968,319971,3,False
8954968,42950,4,False
8954968,460024,1,False
8954968,69605,4,False
8954968,204668,2,False
8954968,328429,1,False
8954968,171032,4,False
8954968,57816,3,False
8954968,25784,2,True
8954968,11176,4,False
8954968,34574,4,False
8954968,92780,3,False
8954968,75007,4,False
8954968,362108,2,False
8954968,208431,4,False
8954968,70842,2,False
8954968,258630,2,False
8954968,289190,4,False
8954968,4973,3,True
8954968,39310,1,False
8954968,82688,2,False
8954968,177117,2,False
8954968,215736,2,False
8954968,11986,1,False
8954968,41187,2,False
8954968,68360,1,False
8954968,270646,2,False
8954968,60437,4,False
8954968,400608,2,False
8954968,114903,4,False
8954968,8064,1,False
8954968,120990,2,False
8954968,11772,3,False
8954968,336121,4,False
8954968,32536,4,False
8954968,11396,1,False
8954968,59569,1,False
8954968,51791,3,False
8954968,130881,3,False
8954968,122466,4,True
8954968,16005,4,False
8954968,79896,2,False
8954968,149455,4,False
8954968,324794,4,False
8954968,14061,1,False
8954968,18512,1,True
8954968,11331,2,False
8954968,21868,1,False
8954968,74924,1,False
8954968,252476,1,False
8954968,79995,2,True
8954968,34276,1,False
8954968,52868,1,False
8954968,418697,4,False
8954968,297806,4,True
8954968,20946,4,False
8954968,53399,4,False
8954968,9021,1,False
8954968,63880,4,False
8954968,292510,3,False
8954968,250572,3,False
8954968,11911,1,False
8954968,44801,3,False
8954968,91094,4,False
8954968,179549,3,False
8954968,14177,4,False
8954968,49084,2,False
8954968,30128,1,False
8954968,128442,4,False
77270,39408,1,False
77270,428950,2,False
77270,28013,3,False
77270,18929,2,False
77270,53404,4,False
77270,243934,3,True
77270,183654,3,False
77270,277846,2,False
77270,29063,2,False
77270,171540,3,False
77270,35919,2,False
77270,121369,1,True
77270,11676,4,True
77270,79699,3,False
77270,253687,1,False
77270,60981,4,False
77270,24486,1,False
77270,254007,4,False
77270,28740,4,False
77270,43443,2,False
77270,10810,1,False
77270,161321,4,False
77270,323383,2,False
77270,113012,2,True
77270,80432,2,False
77270,339445,2,False
77270,50916,1,False
77270,13969,4,False
77270,211722,4,True
77270,160372,1,False
77270,41282,3,False
77270,319971,3,False
77270,42950,3,False
77270,460024,4,False
77270,69605,3,False
77270,204668,3,False
77270,328429,2,False
77270,171032,4,False
77270,57816,3,False
77270,25784,4,True
77270,11176,4,False
77270,34574,4,False
77270,92780,1,False
77270,75007,1,False
77270,362108,4,False
77270,208431,1,False
77270,70842,3,False
77270,258630,4,False
77270,289190,2,False
77270,4973,3,False
77270,39310,1,False
77270,82688,2,False
77270,177117,2,False
77270,215736,3,False
77270,11986,3,False
77270,41187,1,False
77270,68360,4,False
77270,270646,2,False
77270,60437,1,False
77270,400608,4,False
77270,114903,1,False
77270,8064,1,False
77270,120990,1,False
77270,11772,1,False
77270,336121,4,False
77270,32536,4,False
77270,11396,4,False
77270,59569,4,False
77270,51791,1,False
77270,130881,4,False
77270,122466,4,False
77270,16005,1,False
77270,79896,2,False
77270,149455,1,False
77270,324794,4,False
77270,14061,1,False
77270,18512,2,False
77270,11331,3,False
77270,21868,1,False
77270,74924,4,True
77270,252476,4,False
77270,79995,3,False
77270,34276,4,False
77270,52868,1,False
77270,418697,4,False
77270,297806,2,False
77270,20946,4,False
77270,53399,2,True
77270,9021,1,False
77270,63880,2,False
77270,292510,1,False
77270,250572,4,False
77270,11911,2,False
77270,44801,2,False
77270,91094,2,False
77270,179549,1,False
77270,14177,2,False
77270,49084,1,False
77270,30128,2,False
77270,128442,4,False
9556525,39408,2,False
9556525,428950,2,False
9556525,28013,1,True
9556525,18929,3,False
9556525,53404,4,False
9556525,243934,2,False
9556525,183654,3,False
9556525,277846,2,False
9556525,29063,2,False
9556525,171540,1,False
9556525,35919,2,False
9556525,121369,2,False
9556525,11676,1,True
9556525,79699,4,False
9556525,253687,3,False
9556525,60981,1,False
9556525,24486,4,False
9556525,254007,1,False
9556525,28740,3,False
9556525,43443,4,False
9556525,10810,3,False
9556525,161321,2,False
9556525,323383,3,False
9556525,113012,1,False
9556525,80432,1,False
9556525,339445,2,False
9556525,50916,4,False
9556525,13969,3,True
9556525,211722,3,False
9556525,160372,3,False
9556525,41282,4,False
9556525,319971,4,False
9556525,42950,1,False
9556525,460024,2,False
9556525,69605,2,False
9556525,204668,4,True
9556525,328429,3,False
9556525,171032,1,False
9556525,57816,1,False
9556525,25784,1,False
9556525,11176,1,False
9556525,34574,1,False
9556525,92780,3,False
9556525,75007,3,False
9556525,362108,1,False
9556525,208431,2,False
9556525,70842,4,True
9556525,258630,4,False
9556525,289190,2,False
9556525,4973,2,False
9556525,39310,4,False
9556525,82688,2,False
9556525,177117,4,False
9556525,215736,4,False
9556525,11986,2,False
9556525,41187,1,False
9556525,68360,3,False
9556525,270646,2,False
9556525,60437,1,False
9556525,400608,2,False
9556525,114903,3,False
9556525,8064,1,False
9556525,120990,2,False
9556525,11772,4,False
9556525,336121,1,False
9556525,32536,2,False
9556525,11396,3,False
9556525,59569,4,False
9556525,51791,3,False
9556525,130881,4,False
9556525,122466,1,True
9556525,16005,3,False
9556525,79896,4,False
9556525,149455,2,False
9556525,324794,1,False
9556525,14061,2,False
9556525,18512,3,False
9556525,11331,3,False
9556525,21868,4,False
9556525,74924,4,False
9556525,252476,1,False
9556525,79995,2,True
9556525,34276,1,False
9556525,52868,1,False
9556525,418697,3,False
9556525,297806,4,False
9556525,20946,2,False
9556525,53399,2,False
9556525,9021,4,False
9556525,63880,3,False
9556525,292510,4,False
9556525,250572,2,False
9556525,11911,1,False
9556525,44801,2,False
9556525,91094,4,False
9556525,179549,3,False
9556525,14177,1,False
9556525,49084,3,False
9556525,30128,1,False
9556525,128442,3,False
3935,39408,3,False
3935,428950,4,False
3935,28013,4,True
3935,18929,4,False
3935,53404,2,False
3935,243934,3,False
3935,183654,1,False
3935,277846,1,False
3935,29063,3,False
3935,171540,2,False
3935,35919,4,False
3935,121369,4,False
3935,11676,1,False
3935,79699,3,False
3935,253687,4,True
3935,60981,4,False
3935,24486,1,False
3935,254007,2,False
3935,28740,4,False
3935,43443,1,False
3935,10810,2,False
3935,161321,4,False
3935,323383,4,True
3935,113012,2,False
3935,80432,2,False
3935,339445,2,False
3935,50916,1,False
3935,13969,2,False
3935,211722,1,False
3935,160372,2,False
3935,41282,3,False
3935,319971,2,False
3935,42950,3,False
3935,460024,3,False
3935,69605,3,False
3935,204668,4,False
3935,328429,3,False
3935,171032,4,False
3935,57816,2,False
3935,25784,3,False
3935,11176,4,False
3935,34574,3,False
3935,92780,1,False
3935,75007,2,False
3935,362108,2,False
3935,208431,2,False
3935,70842,1,False
3935,258630,1,False
3935,289190,3,False
3935,4973,1,False
3935,39310,3,False
3935,82688,1,False
3935,177117,2,True
3935,215736,4,False
3935,11986,2,True
3935,41187,3,False
3935,68360,2,True
3935,270646,3,False
3935,60437,3,False
3935,400608,3,False
3935,114903,2,False
3935,8064,2,False
3935,120990,4,False
3935,11772,1,False
3935,336121,3,False
3935,32536,3,False
3935,11396,4,False
3935,59569,4,False
3935,51791,4,False
3935,130881,4,False
3935,122466,4,False
3935,16005,1,False
3935,79896,4,False
3935,149455,1,True
3935,324794,2,True
3935,14061,2,False
3935,18512,3,False
3935,11331,4,False
3935,21868,2,True
3935,74924,2,False
3935,252476,2,False
3935,79995,4,False
3935,34276,4,False
3935,52868,2,False
3935,418697,3,False
3935,297806,4,False
3935,20946,4,False
3935,53399,4,False
3935,9021,2,False
3935,63880,3,False
3935,292510,4,False
3935,250572,3,False
3935,11911,4,False
3935,44801,3,False
3935,91094,4,False
3935,179549,3,False
3935,14177,2,False
3935,49084,3,False
3935,30128,4,True
3935,128442,4,False
890251,39408,4,False
890251,428950,4,False
890251,28013,1,True
890251,18929,1,False
890251,53404,2,False
890251,243934,3,False
890251,183654,1,False
890251,277846,2,False
890251,29063,4,False
890251,171540,4,False
890251,35919,2,False
890251,121369,3,False
890251,11676,2,False
890251,79699,2,False
890251,253687,3,False
890251,60981,3,False
890251,24486,3,False
890251,254007,1,False
890251,28740,2,False
890251,43443,1,False
890251,10810,1,False
890251,161321,1,False
890251,323383,4,False
890251,113012,2,True
890251,80432,4,False
890251,339445,4,False
890251,50916,1,False
890251,13969,1,False
890251,211722,2,False
890251,160372,4,False
890251,41282,1,False
890251,319971,3,False
890251,42950,1,False
890251,460024,1,False
890251,69605,2,False
890251,204668,4,False
890251,328429,4,True
890251,171032,1,False
890251,57816,3,False
890251,25784,1,False
890251,11176,4,False
890251,34574,3,True
890251,92780,4,False
890251,75007,3,False
890251,362108,4,False
890251,208431,2,False
890251,70842,3,False
890251,258630,1,False
890251,289190,1,False
890251,4973,4,True
890251,39310,4,False
890251,82688,2,False
890251,177117,3,False
890251,215736,3,False
890251,11986,4,False
890251,41187,1,True
890251,68360,3,False
