user_id,genre_id
525,10770
525,27
525,12
526,28
526,14
526,10751
527,18
527,12
527,10749
528,10770
528,27
529,99
529,10749
529,878
530,10770
530,28
530,14
531,10752
531,16
531,12
532,10752
532,18
532,27
533,18
533,99
533,37
534,9648
534,53
534,14
535,10752
535,14
536,10752
536,27
536,14
537,9648
537,10770
537,10402
538,10752
538,35
538,53
539,16
539,10769
539,10402
540,10402
540,37
540,10749
541,18
541,12
541,878
542,53
542,10751
543,10770
543,35
543,10749
544,10769
544,10770
544,27
545,10752
545,99
546,80
546,9648
546,14
547,10770
547,36
547,10749
548,80
548,10770
548,37
549,12
549,10749
549,878
550,10770
550,53
550,14
551,27
551,35
551,37
552,80
552,10402
552,35
553,9648
553,36
554,27
554,35
554,10751
555,80
555,10769
555,10749
556,10769
556,27
556,878
557,12
557,10749
557,10751
558,10769
558,10402
558,28
559,28
559,10751
560,10752
560,16
560,878
561,99
561,10769
561,35
562,10402
562,27
562,36
563,99
563,28
564,80
564,10770
564,12
565,18
565,99
565,10751
566,10770
566,35
566,12
567,80
567,14
567,10751
568,10402
568,36
568,10749
569,27
569,36
569,37
570,10770
570,10749
570,10751
571,18
571,27
571,12
572,10749
572,14
572,10751
573,99
573,12
573,14
574,53
574,35
574,37
575,99
575,14
576,10770
576,27
577,9648
577,99
577,878
578,10770
578,12
578,10749
579,80
579,12
580,9648
580,18
580,878
581,10402
581,53
581,878
582,28
582,53
583,18
583,99
583,12
584,10769
584,27
584,36
585,10769
585,10749
586,10769
586,35
586,37
587,28
587,12
587,14
588,37
588,99
588,53
589,10752
589,10770
589,14
590,10752
590,18
590,37
591,27
591,37
592,10402
592,28
593,80
593,10749
593,9648
594,16
594,35
594,14
595,18
595,27
595,12
596,35
596,27
596,37
597,80
597,35
597,9648
598,10752
598,12
598,10751
599,9648
599,18
599,53
600,9648
600,80
600,14
601,36
601,53
601,14
602,80
602,99
602,12
603,18
603,36
603,10751
604,9648
604,10402
604,10751
605,10769
605,10402
606,35
606,10770
606,27
607,16
607,10749
607,10751
608,80
608,10402
608,10751
609,9648
609,35
609,37
610,10769
610,12
610,14
611,10752
611,80
611,28
612,36
612,53
612,878
613,10402
613,28
613,878
614,12
614,10751
615,10752
615,37
616,10769
616,12
616,28
617,99
617,27
617,12
618,80
618,12
618,36
619,12
619,36
620,18
620,28
620,878
621,36
621,10751
622,35
622,36
622,37
623,99
623,10402
623,27
624,80
624,10752
624,35
625,16
625,27
625,9648
626,10770
626,27
626,36
627,10770
627,10751
628,10770
628,14
629,9648
629,53
629,878
630,10749
630,53
630,10751
631,10770
631,18
631,14
632,10769
632,36
632,14
633,10402
633,28
633,37
634,10752
634,35
634,28
635,10770
635,28
635,10751
636,18
636,99
636,37
637,10769
637,35
637,878
638,10752
638,10402
638,99
639,9648
639,16
640,36
640,53
640,10751
641,10770
641,37
641,14
642,12
642,37
642,14
643,9648
643,36
643,53
644,10769
644,36
644,12
645,10752
645,53
645,9648
646,53
646,14
646,10751
647,10770
647,12
647,878
648,28
648,37
649,16
649,10769
649,10749
650,10752
650,10402
650,36
651,10752
651,36
651,10751
652,10752
652,10749
652,37
653,80
653,10770
653,27
654,35
654,10749
655,16
655,10769
655,10749
656,80
656,10402
656,35
657,35
657,10749
658,10769
658,36
658,10749
659,9648
659,10402
659,10749
660,35
660,36
660,53
661,9648
661,35
661,36
662,80
662,37
662,53
663,10402
663,35
663,37
664,35
664,99
665,80
665,10402
665,28
666,80
666,18
666,36
667,9648
667,10752
667,99
668,9648
668,10770
669,10752
669,27
669,10751
670,10769
670,10770
671,18
671,37
671,14
672,16
672,12
672,878
673,10752
673,10402
673,36
674,9648
674,18
674,27
675,16
675,18
675,878
676,10402
676,18
676,28
677,80
677,10402
677,27
678,10752
678,10769
678,10749
679,27
679,37
679,53
680,10769
680,10402
680,878
681,10752
681,99
681,10751
682,80
682,10769
682,878
683,12
683,10749
683,10751
684,16
684,99
684,35
685,10752
685,36
686,80
686,35
686,10751
687,10770
687,53
687,14
688,99
688,28
688,36
689,80
689,10402
689,37
690,10752
690,16
690,53
691,10749
691,53
691,10751
692,80
692,35
692,14
693,16
693,878
693,10751
694,10770
694,37
694,878
695,10769
695,27
695,28
696,10770
696,35
696,10751
697,9648
697,10769
698,9648
698,10769
698,10402
699,9648
699,10769
699,27
700,16
700,10769
700,10751
701,10769
701,99
702,99
702,27
702,878
703,27
703,35
703,99
704,99
704,36
704,14
705,16
705,10770
705,53
706,10769
706,37
706,10749
707,16
707,18
707,37
708,10770
708,53
708,10751
709,10770
709,27
709,12
710,28
710,53
710,36
711,10769
711,10770
711,12
712,80
712,18
712,10749
713,9648
713,10752
713,99
714,10752
714,37
714,14
715,10749
715,37
715,14
716,10752
716,9648
716,878
717,18
717,35
717,36
718,9648
718,10769
718,10770
719,35
719,99
719,36
720,16
720,18
720,27
721,10769
721,10751
722,10752
722,18
722,37
723,9648
723,10752
723,10770
724,18
724,10751
725,10769
725,10402
725,27
726,16
726,10752
726,27
727,12
727,14
727,10751
728,18
728,28
728,878
729,80
729,10769
729,36
730,99
730,12
730,10751
731,10770
731,99
731,10751
732,10770
732,28
732,10749
733,35
733,28
733,36
734,10752
734,35
734,10749
735,99
735,28
735,878
736,10770
736,37
737,16
737,37
737,14
738,35
738,27
738,14
739,16
739,10770
739,36
740,10402
740,10749
740,10751
741,9648
741,12
741,37
742,10752
742,35
742,14
743,9648
743,10402
743,37
744,10770
744,37
744,878
745,9648
745,10749
745,878
746,28
746,37
746,36
747,9648
747,99
747,28
748,80
748,99
748,10751
749,80
749,37
749,14
750,9648
750,878
750,10751
751,10752
751,27
751,9648
752,10752
752,36
752,10749
753,10749
753,27
753,37
754,12
754,53
754,878
755,9648
755,18
756,80
756,878
756,10751
757,28
757,10749
758,80
758,35
758,37
759,10402
759,37
759,53
760,878
760,10751
761,27
761,35
761,36
762,18
762,35
762,12
763,9648
763,18
763,27
764,10769
764,18
764,28
765,80
765,36
765,9648
766,10749
766,10769
766,37
767,16
767,10402
767,27
768,18
768,10751
769,80
769,14
769,10751
770,99
770,878
770,10751
771,10769
771,10402
771,53
772,16
772,35
772,53
773,10769
773,37
773,53
774,10402
774,27
774,28
775,18
775,10751
776,9648
776,10769
776,10770
777,35
777,27
777,37
778,10770
778,35
778,53
779,16
779,18
780,99
780,37
780,14
781,80
781,16
781,10402
782,10770
782,53
782,10749
783,9648
783,10752
783,53
784,99
784,18
784,35
785,10752
785,28
785,9648
786,16
786,37
787,36
787,53
787,878
788,16
788,80
788,53
789,99
789,878
789,10751
790,9648
790,16
790,878
791,16
791,10769
791,18
792,18
792,27
792,36
793,80
793,36
793,878
794,9648
794,16
794,35
795,37
796,80
796,878
796,14
797,35
797,10749
797,14
798,10402
798,10770
798,35
799,10752
799,37
800,9648
800,35
800,14
801,27
801,10749
801,878
802,37
802,878
803,9648
803,35
803,28
804,10402
804,36
804,10749
805,16
805,18
805,28
806,27
806,878
806,10751
807,27
807,99
807,28
808,80
808,10770
808,36
809,80
809,10769
810,99
810,28
810,10749
811,16
811,80
811,12
812,9648
812,99
812,37
813,10752
813,53
813,14
814,10752
814,99
814,36
815,9648
815,10770
815,10751
816,12
816,37
817,9648
817,53
817,14
818,16
818,53
818,10749
819,80
819,35
819,28
820,10402
820,36
820,12
821,16
821,99
821,878
822,9648
822,10402
822,12
823,10402
823,10770
823,12
824,80
824,10770
824,18
825,16
825,10770
825,14
826,16
826,10752
826,80
827,9648
828,10402
828,35
829,18
829,28
829,14
830,35
830,878
830,10751
831,10402
831,878
831,10751
832,10752
832,27
832,878
833,9648
833,878
833,10751
834,10752
834,10402
834,10749
835,9648
835,12
835,10749
836,80
836,28
836,36
837,36
837,37
837,10751
838,9648
838,27
838,37
839,10402
839,37
839,14
840,10770
840,36
841,99
841,10749
841,10751
842,16
842,18
842,27
843,35
843,10402
843,99
844,9648
844,28
844,36
845,80
845,10749
845,14
846,27
846,36
846,37
847,9648
847,14
848,9648
848,99
848,10749
849,9648
849,37
849,14
850,53
850,36
850,10749
851,9648
851,10769
851,80
852,10749
852,36
852,37
853,10752
853,28
853,14
854,35
854,12
854,10751
855,35
855,878
856,10769
856,10770
857,16
857,10402
857,10751
858,36
858,878
858,10751
859,10402
859,10770
860,10769
860,35
860,14
861,16
861,9648
862,27
862,28
862,10751
863,10752
863,10769
863,18
864,16
864,35
864,10751
865,16
865,10769
865,80
866,10769
866,35
866,53
867,9648
867,27
867,53
868,9648
868,10749
868,10751
869,10752
869,10769
869,14
870,10770
870,12
870,878
871,16
871,10402
871,27
872,35
872,53
873,18
873,35
873,12
874,9648
874,10402
874,53
875,16
875,10752
875,53
876,80
876,16
876,28
877,10752
877,12
877,10749
878,12
878,36
879,35
879,28
879,878
880,9648
880,80
880,14
881,35
881,53
882,10769
882,53
882,37
883,80
883,10752
883,10769
884,80
884,37
885,10752
885,18
885,10402
886,16
886,10402
886,36
887,99
887,10769
887,27
888,18
888,27
889,9648
889,10770
890,10749
890,10402
890,53
891,80
891,10402
891,37
892,35
892,28
892,10749
893,10402
893,18
893,28
894,9648
894,10769
894,37
895,10752
895,18
895,878
896,16
896,10402
897,10402
897,28
897,53
898,37
898,10749
898,10751
899,35
899,14
899,10751
900,80
900,53
900,878
901,9648
901,80
902,36
902,53
902,10751
903,27
903,37
903,14
904,99
904,35
904,14
905,9648
905,37
906,16
906,18
906,36
907,9648
907,18
907,28
908,27
908,53
909,16
909,18
909,36
910,99
910,36
910,10751
911,10752
911,18
911,27
912,9648
912,12
912,28
913,10752
913,99
913,37
914,16
914,28
914,12
915,10752
915,80
915,878
916,99
916,12
916,53
917,10402
917,18
917,878
918,16
918,80
918,99
919,16
919,99
919,53
920,10770
920,10749
920,878
921,9648
921,80
921,878
922,80
922,35
922,12
923,10402
923,10749
923,10751
924,16
924,10402
924,37
925,80
925,10402
925,9648
926,10769
926,12
926,53
927,27
927,35
927,28
928,9648
928,10770
928,80
929,35
929,36
929,10751
930,80
930,53
930,14
931,10752
931,12
931,37
932,16
932,36
933,10752
933,18
933,9648
934,10402
934,12
934,14
935,80
935,10749
935,10751
936,10402
936,99
936,10749
937,36
937,10749
937,878
938,10402
938,10770
938,10749
939,9648
939,35
939,37
940,10769
940,12
940,878
941,99
941,10749
941,878
942,10752
942,53
942,37
943,10769
943,99
943,10751
944,10752
944,10749
945,10402
945,12
946,10752
946,10770
946,10749
947,27
947,99
947,14
948,16
948,99
948,37
949,16
949,10752
950,9648
950,10752
950,10770
951,10752
951,10770
951,18
952,18
952,27
952,12
953,10752
953,12
953,10751
954,10770
954,27
954,12
955,80
955,18
955,10751
956,80
956,99
956,37
957,80
957,27
957,53
958,10402
958,18
958,878
959,18
959,35
959,28
960,18
960,99
960,10751
961,16
961,18
961,878
962,10402
962,37
962,14
963,80
963,35
963,37
964,9648
964,80
964,12
965,12
965,10751
966,16
966,80
966,28
967,28
967,37
967,36
968,9648
968,99
968,53
969,16
969,10402
969,878
970,10769
970,18
970,10749
971,9648
971,10770
971,35
972,10402
972,878
973,10402
973,12
973,36
974,80
974,10752
975,10770
975,53
975,37
976,10402
976,53
977,28
977,10749
977,878
978,12
978,878
979,16
979,28
979,10751
980,10769
980,28
980,53
981,9648
981,10770
981,10402
982,99
982,27
982,28
983,10752
983,99
983,36
984,80
984,99
984,9648
985,16
985,28
985,14
986,99
986,36
986,10751
987,9648
987,18
987,14
988,9648
988,10402
988,28
989,18
989,27
990,10769
990,35
991,16
991,10770
991,9648
992,16
992,10770
992,10749
993,10769
993,35
993,36
994,10769
994,10770
994,37
995,10752
995,18
995,14
996,80
996,10769
996,53
997,35
997,27
997,10751
998,18
998,99
998,12
999,10769
999,99
999,10751
1000,35
1000,28
1000,10751
1001,27
1001,28
1001,14
1002,10770
1002,35
1002,53
1003,10769
1003,35
1003,53
1004,80
1004,99
1004,10751
1005,9648
1005,10770
1005,10749
1006,35
1006,53
1007,16
1007,36
1007,10749
1008,28
1008,878
1008,10751
1009,10402
1009,10749
1009,10751
1010,28
1010,37
1010,878
1011,16
1011,10769
1011,53
1012,16
1012,99
1012,10751
1013,9648
1013,16
1013,53
1014,18
1014,35
1014,28
1015,10752
1015,27
1015,878
1016,10752
1016,10770
1016,27
1017,80
1017,10769
1017,14
1018,10752
1018,53
1018,9648
1019,80
1019,10402
1019,37
1020,10752
1020,80
1020,53
1021,35
1021,53
1022,99
1022,35
1022,28
1023,18
1023,36
1023,10751
1024,18
1024,53
1024,878
1025,9648
1025,36
1025,28
1026,10752
1026,35
1026,28
1027,10402
1027,10749
1027,14
1028,10769
1028,10770
1028,36
1029,10752
1029,27
1029,37
1030,10752
1030,18
1030,37
1031,37
1031,53
1032,9648
1032,12
1032,14
1033,16
1033,28
1033,878
1034,9648
1034,10770
1034,37
1035,10402
1035,10770
1035,878
1036,10770
1036,18
1037,10752
1037,18
1037,36
1038,10770
1038,53
1038,14
1039,10402
1039,36
1039,37
1040,9648
1040,10769
1040,18
1041,16
1041,18
1041,53
1042,80
1042,16
1042,36
1043,80
1043,10769
1043,10749
1044,27
1044,28
1045,35
1045,36
1045,14
1046,16
1046,18
1046,36
1047,10770
1047,28
1048,9648
1048,10770
1048,878
1049,18
1049,35
1049,12
1050,16
1050,10770
1050,36
1051,9648
1051,10749
1051,14
1052,10752
1052,10402
1052,35
1053,10752
1053,18
1053,28
1054,18
1054,27
1054,12
1055,18
1055,37
1055,53
1056,80
1056,27
1056,37
1057,80
1057,99
1057,10749
1058,99
1058,28
1058,53
1059,35
1059,12
1060,9648
1060,99
1060,37
1061,10402
1061,12
1061,14
1062,10402
1062,27
1062,10749
1063,36
1063,28
1063,14
1064,10402
1064,99
1064,10751
1065,27
1065,12
1065,878
1066,10752
1066,18
1066,28
1067,80
1067,35
1067,10749
1068,35
1068,37
1068,878
1069,80
1069,10402
1069,878
1070,9648
1070,10769
1070,10751
1071,16
1071,10402
1071,14
1072,10402
1072,10770
1072,878
1073,9648
1073,27
1073,37
1074,80
1074,12
1075,28
1075,36
1075,10751
1076,36
1076,28
1077,10752
1077,12
1077,36
1078,80
1078,10770
1078,53
1079,9648
1079,16
1079,10770
1080,80
1080,53
1080,878
1081,16
1081,14
1081,10751
1082,9648
1082,18
1082,10749
1083,18
1083,37
1084,36
1084,37
1084,10751
1085,80
1085,10749
1085,878
1086,9648
1086,16
1086,27
1087,12
1087,37
1088,16
1088,18
1088,10402
1089,10402
1089,18
1089,28
1090,80
1090,99
1090,10751
1091,10769
1091,10402
1091,12
1092,99
1092,36
1092,878
1093,18
1093,35
1094,18
1094,10749
1094,10751
1095,18
1095,99
1096,16
1096,28
1096,53
1097,18
1097,35
1097,10751
1098,18
1098,10770
1098,14
1099,27
1099,99
1099,36
1100,10752
1100,27
1100,14
1101,10402
1101,36
1102,27
1102,99
1102,35
1103,10749
1103,99
1103,37
1104,10752
1104,37
1104,9648
1105,10770
