,movie_id,language_id
157,51352,52711
158,16934,52711
159,10324,52711
160,78406,52711
161,55731,52711
162,32119,52711
163,11066,52694
164,11066,52711
165,11104,52519
166,11104,52711
167,11104,52566
168,11104,52671
169,37975,52703
170,2074,52711
171,27793,52711
172,44284,52569
173,44284,52694
174,110972,52711
175,32622,52711
176,73067,52711
177,11863,52711
178,55475,52670
179,124636,52711
180,9101,52711
181,123360,52711
182,5757,52711
183,39428,52711
184,9302,52694
185,11000,52711
186,11000,52694
187,249882,52711
188,249882,48243
189,249882,51546
190,16388,52711
191,9737,52711
192,30765,52674
193,10474,52711
194,22279,52711
195,30157,52711
196,568,52711
197,11780,52711
198,34996,52711
199,414,52711
200,649,52694
201,649,52670
202,1873,52711
203,5894,52711
204,1775,52711
205,8839,52711
206,20649,52711
207,10329,52711
208,10329,52694
209,8963,52711
210,26564,52711
211,8068,52711
212,8512,52711
213,1572,52711
214,1572,52674
215,1572,50351
216,13552,52711
217,259209,52711
218,6520,52711
219,6520,52694
220,9073,52711
221,9073,52565
222,9073,51539
223,10428,52711
224,10428,52703
225,10428,52566
226,10428,52686
227,17447,52711
228,17447,52694
229,9886,52711
230,9886,52566
231,9482,52711
232,19326,52711
233,9344,52711
234,9071,52711
235,8973,52711
236,15730,52711
237,47608,52711
238,2293,52711
239,9070,52711
240,68274,52711
241,48787,52686
242,48787,52711
243,34574,52674
244,34574,52711
245,1642,52711
246,1642,52670
247,11472,52711
248,11472,52686
249,36196,52711
250,11980,52711
251,58372,52711
252,32646,52711
253,10533,52711
254,10802,52711
255,10149,52711
256,18402,52711
257,9348,52711
258,139408,52279
259,139408,52711
260,281,52711
261,5967,52694
262,79593,52711
263,47939,52711
264,36834,52711
265,9090,52711
266,9090,52670
267,3512,52711
268,52856,52711
269,77350,52711
270,9560,52711
271,9804,52711
272,9804,52674
273,9804,52670
274,31611,52711
275,65796,52519
276,65796,52711
277,49805,52711
278,26258,52711
279,26258,52674
280,50797,52686
281,19155,52376
282,19155,52711
283,76,52711
284,76,52674
285,76,52694
286,11017,52694
287,11017,52670
288,11017,52711
289,37141,52711
290,9382,52711
291,6715,52711
292,18256,52711
293,18256,52703
294,18256,52540
295,22625,52711
296,2292,52711
297,1909,52711
298,8984,52711
299,61813,52711
300,4954,52711
301,62488,52711
302,10531,52711
303,11929,52711
304,8467,52711
305,10451,52671
306,20156,52711
307,20156,52295
308,18395,52711
309,522,52711
310,397,52694
311,397,52711
312,10525,52711
313,27985,52711
314,15789,52711
315,27303,52711
316,21183,52711
317,10954,52694
318,47867,52711
319,43475,52711
320,72031,52711
321,14275,52711
322,1024,52711
323,17207,52711
324,17207,52686
325,13701,52711
326,14819,52711
327,32631,52711
328,32631,52694
329,32631,52674
330,11777,52711
331,11777,52674
332,628,52711
333,628,52694
334,87729,52711
335,18713,52711
336,6280,52711
337,9061,52711
338,37108,52711
339,6071,52711
340,11,52711
341,9587,52711
342,9587,52674
343,9587,52694
344,19101,52711
345,19101,52694
346,49980,52711
347,17961,52694
348,18183,52711
349,18183,52670
350,4476,52711
351,11008,52711
352,47504,52711
353,32325,52711
354,32325,52670
355,43742,52711
356,28313,52711
357,11318,52711
358,3036,52711
359,40490,52711
360,24070,52711
361,8986,52711
362,10510,52711
363,17402,52711
364,38722,52711
365,38722,52670
366,8438,52711
367,11593,52684
368,11593,52711
369,11593,52279
370,1945,52711
371,39310,52711
372,109560,52711
373,109560,52519
374,56428,52711
375,63105,52711
376,131957,52711
377,241,52711
378,241,52566
379,9058,52711
380,527,52711
381,18220,52711
382,6950,52711
383,6950,52465
384,6950,52694
385,101,52711
386,63020,52711
387,2307,52711
388,680,52711
389,680,52670
390,680,52694
391,41478,52711
392,25296,52711
393,25296,52671
394,40156,52711
395,11450,52711
396,30304,52711
397,30304,52566
398,10452,52694
399,10452,52703
400,12106,52711
401,161495,52711
402,3586,52694
403,3586,52703
404,3586,52686
405,3586,52670
406,3586,52711
407,110,52694
408,108,52694
409,108,52669
410,109,52694
411,109,52279
412,109,52669
413,159185,52671
414,36357,52711
415,92769,52711
416,28033,52711
417,22586,52711
418,14334,52711
419,14334,51493
420,2636,52711
421,2164,52711
422,2164,52552
423,2164,52540
424,11395,52711
425,278,52711
426,9905,52711
427,87078,52711
428,12527,52670
429,20306,52711
430,36614,52711
431,27993,52711
432,27993,52674
433,31439,52671
434,9067,52711
435,9059,52711
436,193,52711
437,25066,52711
438,46797,52711
439,12122,52711
440,11381,52711
441,32636,52711
442,36141,52711
443,95963,52711
444,1587,52711
445,9271,52711
446,2064,52711
447,19855,52711
448,60855,52519
449,60855,52711
450,236,52711
451,48287,52711
452,3049,52711
453,2759,52711
454,12635,52711
455,12635,52694
456,12635,52674
457,12635,52686
458,10497,52694
459,10497,52711
460,11382,52711
461,9331,52711
462,10731,52711
463,10464,52711
464,10464,52694
465,34152,52711
466,9495,52711
467,29973,52711
468,888,52711
469,13,52711
470,712,52711
471,16295,52711
472,48992,52711
473,48992,52670
474,10879,52711
475,10879,52694
476,10660,52711
477,10714,52711
478,10714,49257
479,41647,52674
480,8587,52711
481,1689,52711
482,11596,52711
483,854,52540
484,854,52711
485,9359,52711
486,23333,52711
487,36593,52711
488,12280,52711
489,2788,52711
490,10427,52711
491,11011,52711
492,11011,50797
493,49803,52711
494,8987,52711
495,1637,52711
496,15128,52711
497,8831,52711
498,36955,52711
499,36955,52694
500,36955,52569
501,36955,52674
502,10449,52711
503,10449,52694
504,10449,52212
505,10395,52711
506,12160,52711
507,40480,52711
508,52038,52711
509,29444,52711
510,26352,52711
511,39953,52711
512,41580,52694
513,315,52711
514,22067,52711
515,18242,52711
516,11667,52711
517,11667,52566
518,32502,52711
519,28732,52711
520,75555,52711
521,278939,52711
522,291731,52711
523,226229,52711
524,203119,52711
525,8011,52711
526,2654,52711
527,18069,52711
528,18069,52694
529,19092,52711
530,2758,52711
531,38129,52711
532,10436,52711
533,10436,52703
534,13595,52711
535,46094,52711
536,9409,52711
537,11853,52711
538,11853,52686
539,16771,52670
540,16771,52711
541,46924,52711
542,11041,52711
543,306,52711
544,14522,52711
545,26203,52711
546,178,52711
547,19819,52711
548,57834,52694
549,57834,52711
550,4722,52711
551,18215,52711
552,1607,52711
553,1607,52703
554,26391,52711
555,117553,52711
556,6075,52711
557,6075,52670
558,11310,52711
559,11310,52703
560,11310,52686
561,18658,52711
562,9350,52711
563,9612,52711
564,2124,52684
565,2124,52711
566,26261,52711
567,26261,52279
568,19176,52711
569,49299,52711
570,11566,52711
571,9571,52711
572,9739,52711
573,24257,52711
574,34444,52711
575,34444,52674
576,26141,52711
577,10997,52671
578,50463,52711
579,10443,52711
580,20239,52711
581,16297,52711
582,18551,52711
583,25440,52711
584,9024,52711
585,37233,52711
586,1634,52711
587,13815,52711
588,5503,52711
589,35588,52711
590,35588,52694
591,2087,52711
592,41579,52711
593,18620,52711
594,41006,52711
595,4916,52711
596,2019,52711
597,31642,52711
598,31642,52212
599,9255,52711
600,26271,52711
601,10612,52711
602,2259,52670
603,2259,52711
604,16097,52711
605,11934,52711
606,106143,52711
607,12475,52711
608,9386,52711
609,7984,52711
610,59930,52711
611,15765,52711
612,31643,52711
613,31643,52694
614,6,52711
615,329,52711
616,329,52670
617,10909,52711
618,507,52711
619,507,52694
620,34024,52711
621,29918,52711
622,9593,52711
623,42580,52711
624,22317,52711
625,22317,52674
626,1413,52711
627,12121,52711
628,2246,52711
629,10502,52711
630,10440,52711
631,9516,52711
632,2320,52711
633,5879,52566
634,83718,52711
635,11971,52711
636,2625,52711
637,31911,52711
638,788,52711
639,21450,52711
640,11231,52711
641,41588,52711
642,10447,52711
643,31586,52711
644,9300,52711
645,9559,52711
646,9800,52711
647,713,52711
648,8291,52711
649,8291,52694
650,18133,52711
651,25557,52711
652,22588,52711
653,10872,52711
654,1245,52711
655,11858,52711
656,11858,52670
657,7007,52566
658,7007,52711
659,10467,52711
660,5550,52711
661,5550,52566
662,8005,52711
663,2088,52711
664,10412,52621
665,10412,52674
666,10412,52711
667,10412,52566
668,10412,52212
669,47889,52711
670,14534,52711
671,14534,52670
672,56583,52711
673,41878,52694
674,41878,52674
675,41878,52670
676,424,52674
677,424,52669
678,424,52295
679,424,52711
680,35233,52711
681,14291,52711
682,103413,52711
683,11236,52711
684,11592,52711
685,8850,52711
686,10445,52711
687,695,52711
688,43535,52711
689,12519,52711
690,23210,52711
691,858,52711
692,867,52711
693,78,52711
694,78,52674
695,78,52519
696,78,52566
697,78,52279
698,13203,52711
699,10442,52686
700,10442,52711
701,11074,52711
702,33367,52711
703,9607,52711
704,17585,52711
705,9057,52711
706,20967,52694
707,20967,52711
708,10635,52711
709,9479,52711
710,10057,52711
711,11969,52711
712,11969,50797
713,11969,52670
714,41590,52711
715,319,52711
716,319,52703
717,26408,52711
718,15139,52506
719,15139,52711
720,15139,52694
721,15139,52674
722,15139,52670
723,161158,52711
724,85247,52711
725,11446,52711
726,51980,52694
727,24405,52711
728,11655,52711
729,11655,52670
730,11800,52711
731,8223,52670
732,14587,52711
733,14587,52701
734,31504,52711
735,41653,52540
736,53185,52711
737,95743,52711
738,23637,52703
739,17600,52711
740,10897,52711
741,21352,52711
742,68806,52703
743,37345,52711
744,32562,52711
745,47507,52694
746,25403,52569
747,25403,52711
748,25403,52703
749,25403,52671
750,9066,52703
751,9066,52674
752,9066,52711
753,9066,52279
754,771,52711
755,251,52711
756,812,52711
757,280,52711
758,280,52670
759,581,52711
760,80350,52711
761,268,52711
762,268,52694
763,274,52711
764,408,52711
765,10020,52694
766,10020,52711
767,10895,52711
768,114,52711
769,114,52703
770,114,52566
771,41043,52694
772,41043,52686
773,576,52711
774,576,52674
775,576,52670
776,15477,52711
777,59146,52671
778,30528,52711
779,7300,52711
780,10824,52711
781,261246,52711
782,275,52711
783,11827,52711
784,11827,52279
785,8766,52711
786,23570,52711
787,47333,52711
788,47333,52694
789,51242,52703
790,10112,52711
791,4307,52670
792,46029,52711
793,32308,52711
794,88893,52703
795,88893,52711
796,52873,52694
797,123505,52711
798,340210,52711
799,44281,52569
800,28121,52711
801,12520,52711
802,1592,52711
803,1592,52670
804,166901,52711
805,36447,52711
806,19042,52711
807,38884,52169
808,38884,52711
809,38884,52670
810,47449,52711
811,36259,52711
812,41852,52711
813,40926,52711
814,9099,52711
815,2021,52711
816,61752,52711
817,10988,52711
818,11479,52694
819,398959,52674
820,339428,52674
821,12652,52694
822,10684,52711
823,954,52711
824,954,52694
825,954,52684
826,68445,52674
827,68445,52539
828,68445,52566
829,68445,52711
830,18989,52711
831,10801,52674
832,54285,52465
833,8840,52711
834,278978,52674
835,124625,52711
836,124625,52674
837,11107,52711
838,11107,52703
839,16417,49675
840,16417,52711
841,10363,52711
842,10363,52694
843,10363,52703
844,161070,52711
845,10539,52711
846,10543,52711
847,18414,52711
848,47502,52711
849,11902,52711
850,11902,52694
851,11902,52674
852,11902,52686
853,11902,51237
854,27098,52674
855,27098,52540
856,27098,52711
857,25087,52711
858,5801,52625
859,896,52625
860,3065,52711
861,318177,52711
862,2300,52711
863,8069,52711
864,288173,52670
865,288173,52711
866,221917,52711
867,8072,52694
868,35797,52711
869,35797,52694
870,88030,52711
871,88030,52621
872,83857,52711
873,33245,52711
874,33245,52686
875,124460,52711
876,27281,52711
877,27281,52212
878,105045,52674
879,40001,52711
880,29621,52711
881,117730,52295
882,20762,52703
883,20762,52711
884,37144,52711
885,48260,52711
886,12656,52711
887,38867,52711
888,25969,52711
889,44103,52689
890,44103,52694
891,44103,50797
892,44103,52670
893,753,52711
894,43634,52711
895,43634,52670
896,9103,52711
897,90214,52711
898,29649,52711
899,10990,52711
900,8866,52711
901,12233,52711
902,23449,52711
903,36355,52711
904,37667,52711
905,90148,52711
906,90148,52670
907,922,52711
908,922,52670
909,11876,52694
910,11876,52703
911,52633,52711
912,62364,52670
913,11687,52694
914,9304,52711
915,131232,52703
916,9100,52711
917,20759,52711
918,46063,52711
919,32513,52711
920,40651,52711
921,40651,52674
922,36915,52711
923,40507,52670
924,40507,52711
925,9802,52711
926,25697,52711
927,21588,52711
928,21588,52703
929,664,52711
930,11867,52711
931,47119,52694
932,314352,52674
933,9323,52566
934,10280,52711
935,10535,52711
936,124613,52711
937,532,52711
938,26744,52711
939,26744,52694
940,16299,52711
941,10547,52711
942,245268,52711
943,935,52711
944,55613,52674
945,55613,52711
946,41007,52711
947,35645,52711
948,110465,52711
949,255546,52711
950,255546,52621
951,40751,52519
952,40751,52671
953,85778,52711
954,11101,52674
955,11101,52686
956,9826,52711
957,9879,52711
958,63564,52711
959,22621,52711
960,7095,52711
961,26890,52711
962,46732,52711
963,124633,52711
964,124633,51237
965,202425,52694
966,77771,52569
967,77771,52694
968,77771,29250
969,181083,52694
970,41225,52711
971,41225,52694
972,41225,52674
973,41225,52703
974,87190,52711
975,627,52711
976,32872,52711
977,32872,52694
978,602,52711
979,14553,52711
980,9566,52711
981,10545,50797
982,10545,52711
983,9894,52711
984,11543,52711
985,9268,52711
986,9327,52711
987,123763,52670
988,81949,52711
989,81949,50351
990,42005,52279
991,44535,52711
992,44495,52711
993,78285,52694
994,11228,52711
995,10779,52711
996,26748,52711
997,26748,52670
998,38223,52711
999,9294,52711
1000,49963,52711
1001,11363,52711
1002,11363,52694
1003,1645,52711
1004,31546,52711
1005,77056,52694
1006,36344,52711
1007,18550,52711
1008,11511,52711
1009,172198,52279
1010,34170,52711
1011,281085,52711
1012,109478,52711
1013,124645,52711
1014,12606,52711
1015,35206,52694
1016,151489,21872
1017,4837,52694
1018,4837,52711
1019,12632,52674
1020,9098,52674
1021,124614,52711
1022,18975,52711
1023,18975,52703
1024,11962,52711
1025,2925,52711
1026,28628,52711
1027,3595,52711
1028,9308,52711
1029,92381,52711
1030,18555,52711
1031,12123,52711
1032,10830,52711
1033,3573,52711
1034,10546,52711
1035,10546,52674
1036,18862,52711
1037,31417,52694
1038,9431,52711
1039,9431,52670
1040,297645,52671
1041,48144,52671
1042,46986,52711
1043,46986,52674
1044,46986,52566
1045,144982,52711
1046,47907,52711
1047,10061,52711
1048,36266,52212
1049,549,52711
1050,549,52670
1051,10478,52711
1052,66634,52711
1053,116690,52566
1054,213917,52694
1055,145925,52703
1056,238,52711
1057,238,52703
1058,238,50797
1059,159,52674
1060,11134,52519
1061,11134,52711
1062,11134,51539
1063,11134,52077
1064,88224,52711
1065,132641,52566
1066,42758,52711
1067,9303,52711
1068,23945,52711
1069,37820,52711
1070,22479,52711
1071,9054,52711
1072,241058,52711
1073,11985,52671
1074,10232,52674
1075,59569,52711
1076,38955,52519
1077,110513,52711
1078,11015,52711
1079,9306,52711
1080,12559,52711
1081,12559,52694
1082,12559,52670
1083,58770,52711
1084,3587,52711
1085,10723,52711
1086,56077,52711
1087,19004,52711
1088,101230,52689
1089,101230,52711
1090,10987,52711
1091,44705,52711
1092,44705,52670
1093,20318,52711
1094,20318,52674
1095,43596,52674
1096,79782,52669
1097,26933,52694
1098,27854,52670
1099,27854,52711
1100,981,52711
1101,872,52711
1102,2769,52711
1103,2769,52694
1104,2769,52674
1105,13320,52711
1106,164,52711
1107,164,52621
1108,426,52711
1109,567,52711
1110,3078,52711
1111,13528,52711
1112,28288,52711
1113,28288,52694
1114,28288,52703
1115,213,52711
1116,284,52711
1117,239,52711
1118,4808,52711
1119,4808,52694
1120,4808,52674
1121,4808,52703
1122,289,52674
1123,289,52694
1124,289,52703
1125,289,52711
1126,963,52711
1127,11113,52711
1128,6620,52711
1129,6620,52703
1130,804,52711
1131,804,52703
1132,26531,52711
1133,909,52711
1134,630,52711
1135,770,52711
1136,31044,52711
1137,599,52711
1138,15,52711
1139,62,52711
1140,62,52686
1141,121357,52711
1142,121357,52674
1143,705,52711
1144,705,52694
1145,22490,52711
1146,22490,52694
1147,223,52711
1148,223,52694
1149,25670,52689
1150,25670,52711
1151,25670,48470
1152,303,52711
1153,4174,52711
1154,8356,52711
1155,8356,52694
1156,8356,52703
1157,8356,52621
1158,381,52694
1159,381,52711
1160,20758,52703
1161,20758,52711
1162,29376,52694
1163,29376,52711
1164,1859,52711
1165,18299,52711
1166,18299,52694
1167,17281,52711
1168,17281,52694
1169,64382,52711
1170,10907,52711
1171,32093,52711
1172,32093,52670
1173,1939,52711
1174,22292,52711
1175,3598,52711
1176,3598,52671
1177,3598,52670
1178,3080,52711
1179,3080,52703
1180,198,52711
1181,13562,52711
1182,13562,52279
1183,1712,52711
1184,1712,52670
1185,220,52711
1186,3529,52711
1187,3085,52711
1188,2897,52711
1189,2897,52670
1190,2897,52694
1191,1585,52711
1192,3083,52711
1193,900,52711
1194,43795,52711
1195,85638,52711
1196,50001,52711
1197,43905,52711
1198,22688,52711
1199,23114,52711
1200,26378,52711
1201,40206,52711
1202,22356,52711
1203,260,52711
1204,43488,52711
1205,43488,52703
1206,22613,52711
1207,22613,52670
1208,10331,52711
1209,488,52711
1210,488,52674
1211,488,49332
1212,22733,52703
1213,22733,52711
1214,261,52711
1215,57575,52711
1216,57575,52279
1217,32574,52711
1218,22657,52711
1219,22657,52670
1220,76464,52711
1221,22649,52711
1222,176841,52711
1223,39448,52519
1224,39448,52711
1225,52855,52711
1226,52855,52669
1227,39940,52711
1228,85328,52711
1229,11076,52711
1230,63945,52711
1231,58985,52711
1232,890,52674
1233,10861,52711
1234,1770,52711
1235,44465,52711
1236,2033,52711
1237,18203,52711
1238,9333,52711
1239,47260,52711
1240,9400,52711
1241,9401,52711
1242,9401,52212
1243,12241,52711
1244,12241,52670
1245,11306,52711
1246,9625,52711
1247,10680,52711
1248,6346,52711
1249,6346,52669
1250,18660,52711
1251,18660,52674
1252,35115,52670
1253,35115,52711
1254,14821,52711
1255,14136,52670
1256,14136,52711
1257,14136,52519
1258,10869,52711
1259,22660,52711
1260,19186,52711
1261,31102,52711
1262,6878,52711
1263,15944,52711
1264,18444,52711
1265,18444,52703
1266,20723,52711
1267,173,52711
1268,864,52711
1269,864,52694
1270,864,52674
1271,864,52686
1272,24795,52711
1273,24795,52694
1274,24795,52703
1275,24795,52670
1276,11224,52711
1277,81310,52711
1278,15947,52711
1279,15947,52621
1280,15947,52670
1281,9078,52711
1282,29682,52711
1283,8367,52711
1284,433,52711
1285,11360,52711
1286,11114,52711
1287,12335,52711
1288,12092,52711
1289,10948,52711
1290,11229,52711
1291,15121,52711
1292,15121,52694
1293,15121,52703
1294,562,52711
1295,562,52674
1296,562,52703
1297,10163,52711
1298,48862,52711
1299,117036,52711
1300,47199,52711
1301,11159,52711
1302,9591,52711
1303,30500,52711
1304,41843,52711
1305,41843,52674
1306,55058,52711
1307,10938,52711
1308,11412,52711
1309,10586,52711
1310,42314,52711
1311,27845,52703
1312,27845,52711
1313,108365,52711
1314,108365,52694
1315,23223,52711
1316,49471,52711
1317,38153,52711
1318,38153,52279
1319,25147,50797
1320,25147,52711
1321,9716,52711
1322,43777,52670
1323,454,52711
1324,10218,52711
1325,819,52711
1326,38191,52711
1327,11238,52711
1328,27256,52711
1329,31530,52711
1330,31530,52694
1331,66473,52711
1332,28120,52711
1333,1834,52711
1334,26282,52566
1335,26282,52519
1336,26282,52711
1337,37218,52711
1338,252,52711
1339,252,52694
1340,252,52674
1341,116356,52694
1342,16372,52711
1343,11561,52711
1344,11302,52711
1345,623,52711
1346,623,52703
1347,623,52686
1348,583,52711
1349,12614,52711
1350,12614,52694
1351,21711,52711
1352,11575,52711
1353,11575,52703
1354,475,52711
1355,11331,52711
1356,521,52711
1357,21202,52703
1358,88,52711
1359,500,52711
1360,792,52711
1361,792,52212
1362,8491,52711
1363,402,52711
1364,10537,52711
1365,11386,52711
1366,9504,52711
1367,15764,52684
1368,15764,52711
1369,15764,52694
1370,15764,52674
1371,15764,52669
1372,15764,52686
1373,601,52711
1374,67365,52711
1375,25842,52711
1376,2119,52711
1377,744,52711
1378,136311,52711
1379,221,52711
1380,702,52711
1381,25750,52711
1382,17642,52711
1383,427043,52674
1384,146341,51547
1385,146341,52711
1386,9305,52694
1387,37616,52711
1388,11112,52711
1389,21612,52703
1390,21612,52711
1391,102461,52694
1392,36998,52694
1393,200383,52711
1394,200383,52694
1395,116844,52711
1396,1630,52711
1397,26626,52711
1398,11816,52711
1399,11843,52711
1400,10379,52711
1401,2756,52711
1402,790,52711
1403,1103,52711
1404,11298,52711
1405,4480,52703
1406,4480,52694
1407,4481,52694
1408,49688,52670
1409,10765,52711
1410,762,52694
1411,762,50797
1412,762,52711
1413,44497,52711
1414,278621,52711
1415,55049,52694
1416,79306,52711
1417,10548,52711
1418,531,52711
1419,104931,52686
1420,104931,52694
1421,104931,52674
1422,104931,52711
1423,104931,52703
1424,4483,52694
1425,18919,52684
1426,18919,50797
1427,31556,52711
1428,26167,52711
1429,26174,52711
1430,26174,52703
1431,61461,52703
1432,117500,52694
1433,127973,52711
1434,659,52674
1435,659,52295
1436,659,52703
1437,659,52669
1438,659,52686
1439,30892,50797
1440,30892,52711
1441,30892,52694
1442,30892,52703
1443,30892,52674
1444,8074,52694
1445,38554,52711
1446,49763,52711
1447,41326,52711
1448,36555,52711
1449,10608,52711
1450,11216,52703
1451,7452,52711
1452,64567,52711
1453,64567,52694
1454,892,52694
1455,1600,52694
1456,1600,52703
1457,1600,52669
1458,26561,52711
1459,26561,52703
1460,975,52711
1461,975,52674
1462,975,50797
1463,18129,52711
1464,54405,52711
1465,150823,52711
1466,409,52674
1467,409,52703
1468,409,52569
1469,409,52711
1470,38251,52355
1471,38251,52703
1472,38251,52670
1473,10161,52711
1474,1412,52711
1475,41768,52711
1476,10409,52670
1477,10409,52711
1478,14285,52711
1479,2469,52670
1480,10174,52711
1481,10174,52694
1482,31225,52711
1483,510,52711
1484,11455,52711
1485,1891,52711
1486,2493,52711
1487,85,52711
1488,85,52670
1489,85,52674
1490,85,52295
1491,85,52569
1492,68,52711
1493,679,52711
1494,429,52703
1495,13446,52711
1496,389,52711
1497,947,52569
1498,947,52711
1499,947,52109
1500,185,52711
1501,595,52711
1502,28,52711
1503,28,52694
1504,28,52212
1505,335,52711
1506,1892,52711
1507,144,52711
1508,144,52694
1509,144,52674
1510,1092,52711
1511,1092,52686
1512,1092,52674
1513,769,52703
1514,769,52711
1515,348,52711
1516,348,52670
1517,766,52711
1518,175,52711
1519,175,52694
1520,175,52703
1521,11645,52566
1522,10835,52519
1523,10835,52566
1524,10835,52671
1525,539,52711
1526,525,52711
1527,240,52711
1528,240,52703
1529,240,50797
1530,240,52670
1531,600,52711
1532,600,52212
1533,530,52711
1534,10705,52711
1535,10705,52694
1536,279,52711
1537,279,52674
1538,279,52703
1539,279,50797
1540,3109,52711
1541,3109,51493
1542,311,52711
1543,311,52694
1544,311,52703
1545,1578,52711
1546,703,52711
1547,703,52674
1548,9549,52711
1549,9549,52686
1550,1398,52686
1551,387,52674
1552,387,52711
1553,387,52694
1554,9277,52711
1555,343,52711
1556,37291,52711
1557,490,52540
1558,11235,52711
1559,218,52711
1560,763,52711
1561,9665,52711
1562,18971,52711
1563,696,52711
1564,379,52703
1565,379,52711
1566,207,52711
1567,37247,52711
1568,1480,52711
1569,1480,52670
1570,9322,52711
1571,9322,52694
1572,9322,52703
1573,826,52566
1574,826,52077
1575,826,52711
1576,422,52674
1577,422,52711
1578,422,52694
1579,422,52703
1580,829,52670
1581,829,52519
1582,829,52711
1583,828,52711
1584,828,52694
1585,828,52701
1586,828,52686
1587,3090,52711
1588,9964,52711
1589,3063,52711
1590,13667,52711
1591,13667,52279
1592,694,52711
1593,235,52711
1594,832,52674
1595,765,52711
1596,5925,52711
1597,5925,52674
1598,5925,52694
1599,5925,52686
1600,11778,52711
1601,11778,52694
1602,11778,52686
1603,11778,52212
1604,4485,52711
1605,4485,52694
1606,4485,52703
1607,137,52711
1608,137,52694
1609,137,52703
1610,33,52711
1611,982,52711
1612,8428,52711
1613,212,52711
1614,212,52674
1615,105,52711
1616,1633,52711
1617,11202,52711
1618,1554,52711
1619,1554,52703
1620,149,52566
1621,8009,52711
1622,903,52711
1623,11673,52694
1624,3034,52711
1625,3034,52674
1626,339,52711
1627,339,52648
1628,339,52694
1629,339,52674
1630,339,52703
1631,10404,52671
1632,914,52711
1633,914,45855
1634,756,52711
1635,288,52711
1636,910,52711
1637,2640,52711
1638,2640,52703
1639,16633,52711
1640,665,52711
1641,11031,52711
1642,11314,52711
1643,15143,52711
1644,89,52674
1645,89,52355
1646,89,52711
1647,10322,52711
1648,783,52711
1649,783,52701
1650,10644,52711
1651,11257,52711
1652,11257,52703
1653,14370,52711
1654,12104,52711
1655,625,52621
1656,625,52711
1657,625,52694
1658,625,52279
1659,8816,52540
1660,830,52711
1661,2323,52711
1662,983,52711
1663,642,52711
1664,642,52670
1665,655,52711
1666,10341,52711
1667,10341,52694
1668,10341,52674
1669,10341,52703
1670,10341,52566
1671,639,52711
1672,266022,52711
1673,168450,52711
1674,30180,52711
1675,31388,52711
1676,41801,52711
1677,66034,52711
1678,348138,52711
1679,61536,52711
1680,18762,52711
1681,8077,52711
1682,814,52711
1683,41671,52711
1684,41671,52621
1685,27214,52711
1686,52263,52711
1687,33519,52711
1688,16235,52711
1689,11449,52711
1690,41848,52711
1691,41848,52703
1692,25944,52711
1693,24913,52711
1694,49126,52711
1695,32076,52711
1696,32076,52670
1697,571,52711
1698,8851,52711
1699,37843,52711
